Dia;Mes;Año;Hora ;Minuto;Humedad;Temperatura;P25;P10;P1;P25;P10
28;2;2018;3;8;71.8;18.8;3.1;6;4;7;8
28;2;2018;3;9;72.2;18.8;2.6;4.5;2;5;7
28;2;2018;3;10;72.3;18.8;2.4;5.5;2;6;8
28;2;2018;3;11;73.7;18.8;2.9;5.6;3;5;5
28;2;2018;3;12;74.8;18.9;2.4;3.8;4;6;6
28;2;2018;3;13;74.1;18.8;2.5;3.8;4;5;6
28;2;2018;3;14;74.4;18.8;2.5;4.3;4;6;7
28;2;2018;3;15;74.4;18.8;2.4;4;3;7;8
28;2;2018;3;16;74.3;18.8;2.8;10.1;4;8;9
28;2;2018;3;17;73.6;18.8;2.3;3.7;5;8;8
28;2;2018;3;18;75.7;18.8;2.9;4.9;5;8;8
28;2;2018;3;19;76;18.8;2.5;4.7;5;8;8
28;2;2018;3;20;76.2;18.8;2.9;6;5;8;8
28;2;2018;3;21;77;18.7;2.5;7.4;3;6;6
28;2;2018;3;22;77.2;18.7;3;6.2;4;7;7
28;2;2018;3;23;77.3;18.7;3;6.5;4;7;8
28;2;2018;3;24;77.5;18.6;2.9;4.1;4;7;9
28;2;2018;3;25;77.7;18.7;3.2;11;4;7;7
28;2;2018;3;26;77;18.6;2.8;3.6;4;7;7
28;2;2018;3;27;77.8;18.6;2.7;3;5;7;7
28;2;2018;3;28;77.3;18.6;2.6;3.5;3;6;6
28;2;2018;3;29;76.7;18.5;2.4;3.6;4;6;6
28;2;2018;3;30;77.6;18.5;2.7;6;4;6;6
28;2;2018;3;31;77.7;18.5;2.5;3.2;5;8;9
28;2;2018;3;32;77.6;18.4;2.8;5.3;5;8;8
28;2;2018;3;33;77.1;18.4;2.6;4.2;4;7;7
28;2;2018;3;34;77;18.4;2.9;6;4;7;7
28;2;2018;3;35;78.2;18.3;2.6;5.5;5;7;7
28;2;2018;3;36;77.7;18.3;2.9;4.6;5;7;7
28;2;2018;3;37;78.2;18.3;2.6;8.3;5;6;6
28;2;2018;3;38;78.5;18.3;2.8;4.8;5;6;6
28;2;2018;3;39;79.3;18.3;2.5;4;3;8;8
28;2;2018;3;40;79;18.3;2.8;4.2;4;8;8
28;2;2018;3;41;77.4;18.3;2.4;3.5;5;8;8
28;2;2018;3;42;78.7;18.3;2.5;5.4;5;8;8
28;2;2018;3;43;78.1;18.4;2.9;5.2;3;5;7
28;2;2018;3;44;76.5;18.4;2.7;4.2;3;5;7
28;2;2018;3;45;76;18.5;2.7;6;5;8;9
28;2;2018;3;46;77;18.5;2.4;4.9;5;8;9
28;2;2018;3;47;77.1;18.5;2.8;5.4;4;8;11
28;2;2018;3;48;77.3;18.5;3.3;6.4;4;8;11
28;2;2018;3;49;77;18.5;2.5;5.4;5;8;10
28;2;2018;3;50;77.5;18.5;3.1;6;5;7;10
28;2;2018;3;51;77.2;18.4;2.9;5.2;5;11;12
28;2;2018;3;53;79;18.4;3;5.6;5;11;12
28;2;2018;3;54;78.2;18.4;3.1;8.4;4;7;9
28;2;2018;3;55;77.9;18.4;3;5.2;4;7;9
28;2;2018;3;56;78.1;18.4;2.9;6.8;4;9;9
28;2;2018;3;57;77.3;18.3;2.3;3.3;4;9;9
28;2;2018;3;58;78.7;18.3;2.7;4;4;8;8
28;2;2018;3;59;77.4;18.3;3;4.7;4;8;8
28;2;2018;4;0;77.2;18.2;3;6;3;8;8
28;2;2018;4;1;77.1;18.2;3.2;6.6;3;8;8
28;2;2018;4;2;74.9;18.2;3;4.7;4;7;7
28;2;2018;4;3;75.4;18.3;3;5.6;4;7;7
28;2;2018;4;4;71.8;18.3;2.4;3.7;5;8;8
28;2;2018;4;5;70.2;18.3;2.7;4.2;5;8;8
28;2;2018;4;6;71.9;18.4;2.9;6.6;7;9;12
28;2;2018;4;7;72;18.5;2.9;5.3;7;9;12
28;2;2018;4;8;72.5;18.5;2.6;4.2;6;8;9
28;2;2018;4;9;73.5;18.6;2.6;3.9;6;8;9
28;2;2018;4;10;72.5;18.6;2.8;5.3;7;10;10
28;2;2018;4;11;73.3;18.6;2.7;6;7;11;11
28;2;2018;4;12;73.6;18.6;2.6;6;5;9;12
28;2;2018;4;13;74.6;18.6;2.8;4.8;5;8;9
28;2;2018;4;14;75.3;18.6;3;4.3;8;12;13
28;2;2018;4;15;76.7;18.6;3.4;5.8;8;12;12
28;2;2018;4;16;77.4;18.6;2.7;6.2;4;11;11
28;2;2018;4;17;75.8;18.5;2.9;3.1;4;11;11
28;2;2018;4;18;74.6;18.6;2.8;3.2;7;11;13
28;2;2018;4;19;75.2;18.6;2.7;3;8;12;14
28;2;2018;4;20;76.6;18.7;3.1;3.4;8;11;11
28;2;2018;4;21;76.3;18.7;3;4.2;7;9;9
28;2;2018;4;22;75;18.6;2.9;3.8;7;12;12
28;2;2018;4;23;76;18.6;3.3;4.5;7;12;12
28;2;2018;4;24;76.7;18.6;3.1;4.2;8;12;13
28;2;2018;4;25;77.5;18.6;3.3;5.1;8;12;13
28;2;2018;4;26;77;18.5;3.3;9.3;9;13;13
28;2;2018;4;27;76.4;18.5;3.5;5.8;9;13;13
28;2;2018;4;28;77.2;18.5;3.8;4.2;8;12;18
28;2;2018;4;29;76.4;18.5;3.3;4.1;8;12;18
28;2;2018;4;30;76.9;18.5;3.1;4.2;9;13;15
28;2;2018;4;31;77.5;18.5;3.5;6.4;9;13;15
28;2;2018;4;32;78.2;18.4;3.2;3.5;7;12;14
28;2;2018;4;33;78.3;18.4;3;5.6;7;12;14
28;2;2018;4;34;78.8;18.4;3.9;6.6;9;13;17
28;2;2018;4;35;78.8;18.4;3.5;5.3;9;13;17
28;2;2018;4;36;78.7;18.4;3.1;4.8;9;16;18
28;2;2018;4;37;79.4;18.4;3.6;4;8;15;17
28;2;2018;4;38;77.5;18.4;2.9;3.7;7;11;12
28;2;2018;4;39;77.5;18.4;3.2;4.7;7;10;12
28;2;2018;4;40;77;18.5;2.7;3;7;11;11
28;2;2018;4;41;77.5;18.5;3;3.3;7;11;11
28;2;2018;4;42;78.8;18.5;3;5.3;7;11;11
28;2;2018;4;43;79.8;18.5;3.2;4.1;8;11;11
28;2;2018;4;44;80.8;18.5;2.9;4.8;7;11;11
28;2;2018;4;45;80.2;18.4;3.3;9.3;7;11;11
28;2;2018;4;46;79.3;18.4;2.7;3;8;12;12
28;2;2018;4;47;79.2;18.4;3;6.4;7;11;11
28;2;2018;4;48;79.9;18.4;2.7;4.1;7;9;11
28;2;2018;4;49;79.1;18.4;2.9;5.9;7;9;11
28;2;2018;4;50;78.1;18.4;2.9;4.8;8;10;10
28;2;2018;4;51;77.2;18.4;2.5;4.5;8;10;10
28;2;2018;4;52;78.7;18.4;2.6;3.9;5;8;8
28;2;2018;4;53;79.3;18.4;2.9;4.8;5;8;8
28;2;2018;4;54;80;18.4;2.7;4.7;7;10;11
28;2;2018;4;56;80.9;18.4;2.8;3.1;7;10;11
28;2;2018;4;57;80.6;18.5;2.9;3.7;7;12;12
28;2;2018;4;58;79.8;18.5;2.4;3;7;11;11
28;2;2018;4;59;81.2;18.5;2.4;3.6;6;10;10
28;2;2018;5;0;80.2;18.5;3.1;4.3;5;9;9
28;2;2018;5;1;81.5;18.5;2.5;3;7;12;13
28;2;2018;5;2;80.1;18.5;3.3;6.8;8;12;13
28;2;2018;5;3;79.6;18.5;2.5;4.2;7;10;13
28;2;2018;5;4;80;18.5;2.5;3.7;7;10;12
28;2;2018;5;5;80.6;18.5;2.7;3.4;8;11;11
28;2;2018;5;6;80.1;18.5;2.5;3.8;8;11;11
28;2;2018;5;7;79.3;18.5;2.4;2.8;6;8;11
28;2;2018;5;8;79.2;18.4;2.8;3.6;6;8;10
28;2;2018;5;9;78.7;18.4;2.3;4;6;12;13
28;2;2018;5;10;78.7;18.4;2.5;3.5;6;12;13
28;2;2018;5;11;79;18.4;2.4;4.5;4;7;7
28;2;2018;5;12;80.2;18.4;2.2;5.6;5;7;8
28;2;2018;5;13;78.1;18.4;2.1;5.3;5;7;8
28;2;2018;5;14;77.6;18.3;1.9;3.8;6;8;9
28;2;2018;5;15;77.2;18.4;2.6;4.3;6;9;11
28;2;2018;5;16;77.5;18.3;2;3.9;6;9;11
28;2;2018;5;17;76.4;18.4;2.2;2.8;7;11;11
28;2;2018;5;18;77.9;18.3;2;3.8;7;11;11
28;2;2018;5;19;77.9;18.4;1.9;2.3;7;9;13
28;2;2018;5;20;78;18.4;1.7;2.9;7;10;15
28;2;2018;5;21;78;18.3;1.9;2.1;6;9;9
28;2;2018;5;22;80.4;18.3;1.9;3.1;6;9;9
28;2;2018;5;23;81.1;18.3;2.1;4.3;6;9;9
28;2;2018;5;24;80.5;18.3;1.8;2.5;6;9;9
28;2;2018;5;25;80.7;18.3;2;2.4;8;10;10
28;2;2018;5;26;80.5;18.3;2.1;2.4;8;10;10
28;2;2018;5;27;79.6;18.3;1.6;2.6;6;7;7
28;2;2018;5;28;78.8;18.3;1.8;2.8;6;7;7
28;2;2018;5;29;78.7;18.2;1.6;2.2;6;8;10
28;2;2018;5;30;80.2;18.2;1.9;2.3;6;8;10
28;2;2018;5;31;79.8;18.2;2.2;3.9;4;6;6
28;2;2018;5;32;79;18.2;1.6;3.8;4;6;6
28;2;2018;5;33;79.3;18.2;1.7;4;6;8;8
28;2;2018;5;34;79.2;18.1;1.6;1.7;6;8;8
28;2;2018;5;35;80.6;18.1;1.5;1.7;5;8;8
28;2;2018;5;36;79.8;18.1;1.6;2.1;5;8;8
28;2;2018;5;37;80;18.1;1.4;1.5;4;5;7
28;2;2018;5;38;80.7;18.1;1.8;3.8;4;5;7
28;2;2018;5;39;80;18.1;1.7;2.7;6;8;9
28;2;2018;5;40;80.1;18;1.8;5.7;6;8;9
28;2;2018;5;41;81;18;1.7;2;6;8;8
28;2;2018;5;42;80.2;18;1.6;4.1;6;7;7
28;2;2018;5;43;80.9;18;1.7;2.5;6;7;8
28;2;2018;5;44;81.6;18;1.5;3.3;6;7;8
28;2;2018;5;45;80.3;18;1.7;4.8;5;6;6
28;2;2018;5;46;81.1;18;1.7;2.3;5;6;6
28;2;2018;5;47;81.2;18;1.4;4.3;5;6;6
28;2;2018;5;48;79.3;18;1.4;2.8;5;6;6
28;2;2018;5;49;79.2;18;1.9;4.2;6;9;13
28;2;2018;5;50;79.4;18;1.5;4.5;6;8;11
28;2;2018;5;51;79.6;18;1.6;3.2;6;9;9
28;2;2018;5;52;80.8;18;1.6;2.5;6;9;9
28;2;2018;5;53;80;18;2.1;4.5;5;14;14
28;2;2018;5;54;80;18;1.6;2.2;5;14;14
28;2;2018;5;55;80.7;18;1.8;3.8;5;6;6
28;2;2018;5;56;81;18;1.8;4;5;5;5
28;2;2018;5;58;81.1;18;1.7;5.8;5;8;11
28;2;2018;5;59;82.4;17.9;1.7;2.8;5;8;11
28;2;2018;6;0;81.8;17.9;1.7;2.2;5;6;6
28;2;2018;6;1;81.8;17.9;1.6;3.2;5;7;7
28;2;2018;6;2;81.6;17.9;1.7;4.1;4;6;6
28;2;2018;6;3;81.3;17.9;1.7;4;4;6;6
28;2;2018;6;4;81.6;17.9;1.7;3.2;6;6;6
28;2;2018;6;5;81.9;17.9;1.6;3.2;6;7;7
28;2;2018;6;6;81.9;17.9;1.7;2.7;5;6;6
28;2;2018;6;7;81.9;17.9;1.6;6.1;6;7;7
28;2;2018;6;8;81.1;17.9;1.7;4.2;6;9;9
28;2;2018;6;9;80.3;17.9;1.7;3.2;5;8;8
28;2;2018;6;10;80.8;17.9;1.7;3.1;6;9;9
28;2;2018;6;11;80.7;17.9;1.7;3.3;6;9;9
28;2;2018;6;12;80.8;17.9;1.9;5.1;5;8;9
28;2;2018;6;13;81.3;17.9;1.9;5.6;6;8;8
28;2;2018;6;14;83.4;17.9;1.9;2.8;6;8;9
28;2;2018;6;15;81.8;17.9;1.7;2.4;6;8;9
28;2;2018;6;16;82.3;17.9;2.1;2.7;5;6;9
28;2;2018;6;17;82.9;17.9;1.8;2.2;5;6;9
28;2;2018;6;18;82.7;17.9;1.8;5.1;7;10;13
28;2;2018;6;19;81.1;17.9;2.7;4.8;7;10;13
28;2;2018;6;20;82.2;17.9;2.5;4.6;7;10;10
28;2;2018;6;21;81.6;17.9;2.8;4.9;7;10;10
28;2;2018;6;22;82.7;17.9;2.8;4.5;7;9;10
28;2;2018;6;23;82.9;17.9;2.5;5.1;8;10;11
28;2;2018;6;24;86.9;17.9;2.7;4.5;7;10;11
28;2;2018;6;25;82.2;17.9;2.5;4.4;7;10;11
28;2;2018;6;26;80.5;17.9;2.5;2.8;6;9;9
28;2;2018;6;27;81.6;17.9;3;4.6;6;9;9
28;2;2018;6;28;80.7;18;2.4;5.5;8;16;17
28;2;2018;6;29;81.1;17.9;2.4;4.3;8;15;16
28;2;2018;6;30;80;18;3;5.8;8;10;12
28;2;2018;6;31;80.7;18;2.9;4.4;8;10;12
28;2;2018;6;32;79.5;18;3.1;5.9;8;13;16
28;2;2018;6;33;79.8;18;3.6;7.8;9;13;16
28;2;2018;6;34;80;18.1;2.5;3.1;6;9;11
28;2;2018;6;35;80;18.1;3.1;6.7;6;9;11
28;2;2018;6;36;80.4;18.1;2.5;4.2;7;10;11
28;2;2018;6;37;80;18.1;2.8;5.9;7;10;11
28;2;2018;6;38;79.9;18.1;2.6;3.8;6;10;12
28;2;2018;6;39;78.2;18.1;2.8;8.9;6;10;12
28;2;2018;6;40;80.9;18.1;3.3;5.7;6;8;8
28;2;2018;6;41;79.2;18.1;3.2;5.3;6;9;9
28;2;2018;6;42;77.7;18.2;2.9;5.1;5;9;10
28;2;2018;6;43;75.8;18.2;3.3;8.5;5;9;10
28;2;2018;6;44;77.7;18.2;2.7;4;6;12;13
28;2;2018;6;45;76.7;18.3;2.9;4.1;6;11;11
28;2;2018;6;46;75.7;18.3;2.7;6.4;7;10;12
28;2;2018;6;47;78.7;18.3;3.5;9;6;9;11
28;2;2018;6;48;80.3;18.3;3;5;7;8;12
28;2;2018;6;49;75.3;18.3;3.6;8.7;7;8;12
28;2;2018;6;50;74.5;18.3;2.8;5.4;7;10;12
28;2;2018;6;51;74.2;18.4;2.8;5.2;7;11;12
28;2;2018;6;52;74.9;18.4;3.6;6.6;6;9;9
28;2;2018;6;53;74.7;18.3;2.8;5.8;6;9;9
28;2;2018;6;54;78.1;18.3;2.5;4.3;5;9;9
28;2;2018;6;55;76.6;18.3;2.8;6.3;5;8;8
28;2;2018;6;56;77.1;18.2;3.1;6.6;6;7;9
28;2;2018;6;57;77.3;18.2;2.9;6;7;8;10
28;2;2018;6;58;77.3;18.2;2.9;7.2;7;10;11
28;2;2018;7;0;80.1;18.2;3;5.6;7;10;11
28;2;2018;7;1;78.3;18.2;2.7;5.3;7;12;13
28;2;2018;7;2;81.9;18.1;3.3;7.3;7;12;13
28;2;2018;7;3;78.2;18.2;2.7;8.4;8;10;10
28;2;2018;7;4;77.9;18.2;2.9;5.7;8;10;10
28;2;2018;7;5;78.9;18.1;2.4;5.1;7;9;11
28;2;2018;7;6;77.4;18.1;3.3;6.1;7;9;11
28;2;2018;7;7;80.3;18.1;3.2;8.2;7;10;12
28;2;2018;7;8;79.9;18.1;2.8;7.8;7;10;12
28;2;2018;7;9;80.4;18.1;3.1;7.6;6;8;8
28;2;2018;7;10;76.3;18.1;2.9;7.2;6;8;8
28;2;2018;7;11;77.3;18.1;2.5;8.4;6;8;8
28;2;2018;7;12;78.2;18.1;3.1;6.9;6;8;8
28;2;2018;7;13;80.6;18.2;2.4;7.3;6;8;10
28;2;2018;7;14;78;18.2;2.8;8.4;7;9;10
28;2;2018;7;15;79.5;18.2;2.7;7.6;6;11;12
28;2;2018;7;16;80.3;18.1;2.5;4.4;6;11;12
28;2;2018;7;17;81.2;18.1;2.4;7.8;5;7;9
28;2;2018;7;18;79.1;18.2;2.6;5.6;5;8;9
28;2;2018;7;19;84.2;18.1;2.8;7;6;10;11
