Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
24/2/18-0:51:39,854,265,418,81.90,18.70,0.60,0.80
24/2/18-0:52:40,853,272,418,76.70,18.80,0.50,0.50
24/2/18-0:53:41,854,280,430,81.00,18.70,0.70,2.50
24/2/18-0:54:42,854,303,432,80.00,18.80,0.90,3.10
24/2/18-0:55:43,853,306,423,79.40,18.80,0.70,3.90
24/2/18-0:56:44,854,299,425,75.70,18.80,0.70,1.50
24/2/18-0:57:45,853,315,435,77.40,18.80,0.50,1.20
24/2/18-0:58:46,853,285,417,80.10,18.80,0.50,1.80
24/2/18-0:59:47,853,275,419,77.40,18.70,0.50,0.70
24/2/18-1:0:48,853,296,434,76.70,18.70,0.90,1.50
24/2/18-1:1:49,853,288,420,76.20,18.70,0.60,2.60
24/2/18-1:2:50,853,281,430,77.20,18.70,0.50,0.70
24/2/18-1:3:51,854,266,425,77.80,18.70,0.50,3.50
24/2/18-1:4:52,853,271,427,77.40,18.70,0.50,1.20
24/2/18-1:5:53,853,276,421,76.90,18.70,0.30,1.70
24/2/18-1:6:54,854,293,450,76.50,18.60,0.30,0.30
24/2/18-1:7:55,852,276,423,77.00,18.70,0.50,0.60
24/2/18-1:8:56,854,289,427,78.40,18.60,0.40,1.10
24/2/18-1:9:57,854,315,433,79.40,18.60,0.40,1.10
24/2/18-1:10:58,853,279,421,76.50,18.70,0.60,0.80
24/2/18-1:11:59,854,261,415,75.40,18.60,0.50,0.90
24/2/18-1:13:0,854,241,411,75.20,18.60,0.40,0.40
24/2/18-1:14:1,853,256,435,75.20,18.60,0.60,4.20
24/2/18-1:15:2,852,276,426,76.30,18.50,0.40,1.60
24/2/18-1:16:3,853,279,417,76.00,18.60,0.50,0.90
24/2/18-1:17:4,852,241,422,75.70,18.60,0.30,0.50
24/2/18-1:18:5,853,263,434,77.00,18.50,0.20,0.20
24/2/18-1:19:5,852,261,424,78.00,18.40,0.50,1.40
24/2/18-1:20:6,852,285,433,78.60,18.50,0.70,1.50
24/2/18-1:21:7,852,290,417,77.40,18.50,0.60,0.70
24/2/18-1:22:8,852,264,423,77.50,18.50,0.60,1.20
24/2/18-1:23:9,852,288,442,77.70,18.50,0.60,1.00
24/2/18-1:24:10,852,302,435,78.40,18.60,0.70,1.10
24/2/18-1:25:11,852,297,429,76.80,18.60,0.70,1.50
24/2/18-1:26:12,852,295,436,77.00,18.60,0.40,0.50
24/2/18-1:27:13,852,284,425,76.10,18.60,0.30,0.30
24/2/18-1:28:14,852,262,426,76.70,18.60,0.50,0.60
24/2/18-1:29:15,852,258,415,76.40,18.60,0.60,2.40
24/2/18-1:30:16,852,271,423,77.90,18.60,0.50,0.50
24/2/18-1:31:17,853,278,429,77.20,18.70,0.50,0.80
24/2/18-1:32:18,852,265,429,79.20,18.70,0.60,1.40
24/2/18-1:33:19,852,271,419,77.50,18.60,0.60,0.60
24/2/18-1:34:20,854,258,421,77.00,18.70,0.70,0.70
24/2/18-1:35:21,854,245,416,76.70,18.60,0.50,2.20
24/2/18-1:36:22,853,256,420,78.30,18.60,0.60,0.80
24/2/18-1:37:23,852,241,428,76.80,18.60,0.50,1.90
24/2/18-1:38:24,852,260,425,75.80,18.60,0.60,0.70
24/2/18-1:39:25,852,252,419,74.90,18.60,0.60,1.00
24/2/18-1:40:26,852,278,436,75.90,18.60,0.90,2.30
24/2/18-1:41:27,852,282,429,76.50,18.60,0.40,0.40
24/2/18-1:42:28,851,281,426,76.30,18.50,0.70,2.30
24/2/18-1:43:29,852,282,433,75.30,18.60,0.60,1.40
24/2/18-1:44:30,852,286,425,76.40,18.60,0.70,1.00
24/2/18-1:45:31,851,282,426,77.70,18.60,0.80,1.30
24/2/18-1:46:32,851,284,430,76.50,18.60,0.40,0.70
24/2/18-1:47:33,852,277,423,77.30,18.60,0.60,1.10
24/2/18-1:48:34,852,285,439,76.80,18.60,0.50,2.30
24/2/18-1:49:35,852,266,423,75.70,18.60,0.80,1.10
24/2/18-1:50:36,852,252,417,76.10,18.60,0.70,1.70
24/2/18-1:51:37,852,254,424,79.10,18.60,0.40,1.00
24/2/18-1:52:38,852,264,435,76.40,18.60,0.50,0.80
24/2/18-1:53:39,852,285,432,75.80,18.60,0.40,0.40
24/2/18-1:54:40,851,306,430,74.20,18.60,0.50,0.50
24/2/18-1:55:41,852,274,422,76.40,18.70,0.60,1.00
24/2/18-1:56:42,852,281,435,76.30,18.70,0.70,1.00
24/2/18-1:57:43,852,281,428,76.90,18.70,0.50,0.50
24/2/18-1:58:44,851,261,415,76.80,18.60,0.60,0.60
24/2/18-1:59:45,851,280,430,76.30,18.70,0.60,2.60
24/2/18-2:0:46,852,279,421,75.90,18.70,0.70,0.70
24/2/18-2:1:46,851,282,425,76.30,18.70,0.60,1.60
24/2/18-2:2:47,851,287,430,75.80,18.70,0.70,0.70
24/2/18-2:3:48,851,280,416,75.50,18.70,0.60,0.80
24/2/18-2:4:49,853,288,427,75.70,18.70,0.50,0.90
24/2/18-2:5:50,853,278,424,76.00,18.70,0.50,0.50
24/2/18-2:6:51,853,282,449,76.70,18.70,0.50,0.60
24/2/18-2:7:52,854,287,438,75.60,18.70,0.60,0.60
24/2/18-2:8:53,854,292,425,74.90,18.70,0.60,4.10
24/2/18-2:9:54,854,266,424,76.10,18.70,0.50,0.80
24/2/18-2:10:55,854,277,428,76.20,18.60,0.70,2.00
24/2/18-2:11:56,854,261,426,74.80,18.70,0.50,0.50
24/2/18-2:12:57,854,278,422,75.50,18.70,0.80,2.10
24/2/18-2:13:58,854,280,428,75.70,18.60,0.90,1.50
24/2/18-2:14:59,854,260,420,75.50,18.60,0.90,1.10
24/2/18-2:16:0,854,271,442,76.00,18.60,0.70,0.80
24/2/18-2:17:1,852,275,441,77.10,18.60,0.70,2.00
24/2/18-2:18:2,854,280,431,75.10,18.70,0.60,0.90
24/2/18-2:19:3,854,303,433,76.20,18.60,0.70,2.50
24/2/18-2:20:4,854,265,419,76.70,18.70,0.70,1.30
24/2/18-2:21:5,854,264,428,75.70,18.70,0.80,2.70
24/2/18-2:22:6,854,266,429,75.70,18.70,0.70,1.70
24/2/18-2:23:7,852,259,429,75.20,18.60,0.80,1.60
24/2/18-2:24:8,854,262,435,76.70,18.60,0.60,0.60
24/2/18-2:25:9,854,284,417,74.80,18.70,0.80,1.70
24/2/18-2:26:10,854,293,431,74.80,18.70,0.70,0.80
24/2/18-2:27:11,855,278,419,74.20,18.70,0.50,0.60
24/2/18-2:28:12,854,272,413,76.30,18.70,0.70,1.60
24/2/18-2:29:13,854,251,413,77.60,18.70,0.60,1.00
24/2/18-2:30:14,854,248,417,75.50,18.70,0.60,1.30
24/2/18-2:31:15,855,253,425,74.50,18.70,0.70,0.70
24/2/18-2:32:16,852,244,420,74.90,18.70,0.60,0.70
24/2/18-2:33:17,854,242,417,75.10,18.70,0.60,3.70
24/2/18-2:34:18,855,249,428,76.20,18.70,0.60,1.60
24/2/18-2:35:19,855,263,431,77.80,18.70,0.60,0.70
24/2/18-2:36:20,855,255,413,76.80,18.70,0.80,1.60
24/2/18-2:37:21,855,253,427,75.80,18.70,0.60,0.60
24/2/18-2:38:22,854,273,421,75.60,18.70,0.80,0.80
24/2/18-2:39:23,855,247,416,74.30,18.70,1.10,2.10
24/2/18-2:40:24,855,273,429,72.10,18.70,0.60,0.90
24/2/18-2:41:25,853,254,425,72.40,18.80,0.90,2.30
24/2/18-2:42:26,855,263,433,72.80,18.70,0.60,2.20
24/2/18-2:43:27,855,273,431,77.10,18.70,0.80,2.00
24/2/18-2:44:27,854,253,418,74.80,18.80,0.80,1.10
24/2/18-2:45:28,854,230,414,74.00,18.80,0.50,1.80
24/2/18-2:46:29,854,230,431,73.00,18.70,0.90,2.30
24/2/18-2:47:30,853,225,413,74.80,18.70,0.90,1.70
24/2/18-2:48:31,854,246,423,74.80,18.70,0.70,1.10
24/2/18-2:49:32,854,243,418,74.80,18.80,0.80,0.80
24/2/18-2:50:33,854,247,431,75.60,18.80,0.70,1.10
24/2/18-2:51:34,854,279,418,71.60,18.80,0.70,1.00
24/2/18-2:52:35,854,288,417,72.80,18.80,0.80,1.30
24/2/18-2:53:36,854,284,429,71.00,18.80,0.80,0.80
24/2/18-2:54:37,854,261,419,70.90,18.80,0.80,2.30
24/2/18-2:55:38,854,223,416,71.70,18.80,0.80,1.20
24/2/18-2:56:39,855,239,441,73.80,18.70,0.80,1.10
24/2/18-2:57:40,854,271,447,74.90,18.70,0.90,2.20
24/2/18-2:58:41,854,287,445,72.40,18.70,0.60,1.20
24/2/18-2:59:42,854,271,438,74.00,18.70,0.70,0.70
24/2/18-3:0:43,854,248,418,74.00,18.70,0.60,0.60
24/2/18-3:1:44,854,255,434,72.50,18.70,0.60,1.00
24/2/18-3:2:45,854,258,427,74.60,18.70,0.70,2.40
24/2/18-3:3:46,854,308,473,72.90,18.70,0.70,1.10
24/2/18-3:4:47,854,273,413,73.40,18.80,0.60,1.30
24/2/18-3:5:48,854,248,416,73.60,18.80,0.70,1.30
24/2/18-3:6:49,854,284,457,74.00,18.80,0.70,1.00
24/2/18-3:7:50,853,295,429,74.30,18.80,0.70,0.70
24/2/18-3:8:51,854,298,419,73.00,18.80,0.60,1.50
24/2/18-3:9:52,853,265,416,74.50,18.80,0.60,0.60
24/2/18-3:10:53,852,240,412,75.00,18.80,0.80,2.10
24/2/18-3:11:54,853,248,419,75.80,18.70,0.90,1.70
24/2/18-3:12:55,854,251,432,75.60,18.70,0.80,2.20
24/2/18-3:13:56,854,242,414,76.00,18.70,0.80,1.10
24/2/18-3:14:57,853,236,420,66.00,18.60,0.70,0.80
24/2/18-3:15:58,854,240,430,74.00,18.60,0.90,1.40
24/2/18-3:16:59,854,267,439,74.20,18.60,0.70,0.80
24/2/18-3:18:0,854,231,412,73.40,18.70,0.70,1.60
24/2/18-3:19:1,853,229,424,74.20,18.60,0.80,2.10
24/2/18-3:20:2,853,227,411,73.70,18.70,0.80,0.80
24/2/18-3:21:3,853,226,416,73.60,18.70,1.00,3.70
24/2/18-3:22:4,854,211,418,73.10,18.70,0.80,0.90
24/2/18-3:23:5,853,226,419,74.10,18.70,0.80,0.80
24/2/18-3:24:6,853,232,417,74.40,18.70,0.80,1.20
24/2/18-3:25:7,853,218,413,73.70,18.70,0.70,0.90
24/2/18-3:26:8,853,221,413,74.10,18.60,0.70,1.00
24/2/18-3:27:9,853,209,413,74.40,18.60,0.70,0.70
24/2/18-3:28:9,853,229,429,74.30,18.60,0.90,1.80
24/2/18-3:29:10,853,242,418,74.90,18.60,0.60,0.60
24/2/18-3:30:11,854,238,417,75.50,18.50,0.70,1.20
24/2/18-3:31:12,854,255,430,75.50,18.60,0.80,1.60
24/2/18-3:32:13,854,239,413,75.70,18.50,0.80,1.30
24/2/18-3:33:14,852,236,425,75.00,18.60,0.90,1.80
24/2/18-3:34:15,852,210,414,73.80,18.60,0.80,0.90
24/2/18-3:35:16,852,229,429,73.80,18.50,0.70,2.30
24/2/18-3:36:17,851,245,424,76.10,18.50,0.80,2.80
24/2/18-3:37:18,851,237,423,76.60,18.50,0.90,2.50
24/2/18-3:38:19,851,232,415,76.70,18.50,0.90,1.10
24/2/18-3:39:20,852,216,412,77.30,18.50,0.80,1.60
24/2/18-3:40:21,851,230,416,77.20,18.50,0.70,1.30
24/2/18-3:41:22,851,235,417,77.00,18.40,0.90,1.00
24/2/18-3:42:23,852,256,420,76.70,18.40,1.00,1.90
24/2/18-3:43:24,852,246,418,76.00,18.40,0.80,1.20
24/2/18-3:44:25,852,241,421,76.40,18.40,0.90,4.40
24/2/18-3:45:26,852,238,419,77.00,18.40,1.90,6.20
24/2/18-3:46:27,853,242,416,76.00,18.40,0.70,1.70
24/2/18-3:47:28,853,238,417,76.80,18.30,1.10,3.20
24/2/18-3:48:29,853,237,413,75.30,18.30,1.00,2.40
24/2/18-3:49:30,853,222,412,76.80,18.40,0.70,1.90
24/2/18-3:50:31,853,230,416,75.70,18.30,1.10,1.40
24/2/18-3:51:32,853,236,424,76.20,18.30,0.80,2.50
24/2/18-3:52:33,853,254,424,75.80,18.30,1.50,2.90
24/2/18-3:53:34,853,257,414,76.60,18.30,0.90,1.20
24/2/18-3:54:35,853,238,411,76.20,18.40,1.30,3.30
24/2/18-3:55:36,853,230,408,75.40,18.30,0.90,1.30
24/2/18-3:56:37,852,235,409,77.50,18.40,0.80,1.70
24/2/18-3:57:38,852,220,409,77.40,18.30,0.70,2.10
24/2/18-3:58:39,852,224,416,77.00,18.30,1.10,1.70
24/2/18-3:59:40,853,214,415,77.00,18.20,0.90,1.30
24/2/18-4:0:41,852,203,400,67.90,18.10,1.00,1.40
24/2/18-4:1:42,852,206,408,76.40,18.20,0.80,1.30
24/2/18-4:2:43,853,219,408,74.80,18.10,1.10,4.10
24/2/18-4:3:44,853,228,408,78.20,18.10,0.80,2.30
24/2/18-4:4:45,853,241,410,76.50,18.10,0.90,1.50
24/2/18-4:5:46,851,247,413,77.10,18.10,0.70,3.30
24/2/18-4:6:47,851,248,413,80.20,18.10,0.80,1.50
24/2/18-4:7:48,850,243,408,76.90,18.10,1.00,1.80
24/2/18-4:8:49,851,246,416,76.20,18.00,0.90,1.60
24/2/18-4:9:50,851,259,415,75.30,17.90,1.00,2.80
24/2/18-4:10:50,851,262,414,78.00,17.90,1.10,3.00
24/2/18-4:11:51,851,269,414,79.00,17.90,0.90,2.10
24/2/18-4:12:52,852,263,412,81.20,17.90,1.00,2.90
24/2/18-4:13:53,852,262,412,79.70,17.80,0.90,2.00
24/2/18-4:14:54,852,274,414,78.20,17.80,0.90,1.80
24/2/18-4:15:55,852,276,413,79.30,17.90,0.90,2.30
24/2/18-4:16:56,852,275,415,80.40,17.90,0.80,2.20
24/2/18-4:17:57,853,275,416,80.50,17.90,0.90,1.90
24/2/18-4:18:58,853,276,420,79.30,17.80,0.90,1.10
24/2/18-4:19:59,853,278,414,81.10,17.80,0.90,1.80
24/2/18-4:21:0,853,270,414,77.90,17.80,1.00,2.60
24/2/18-4:22:1,853,272,411,80.10,17.80,1.30,5.50
24/2/18-4:23:2,852,268,421,80.10,17.70,1.00,3.80
24/2/18-4:24:3,852,256,415,80.40,17.70,0.80,0.80
24/2/18-4:25:4,853,266,420,80.70,17.70,1.20,2.60
24/2/18-4:26:5,853,261,412,80.10,17.70,1.10,5.40
24/2/18-4:27:6,853,260,414,79.10,17.70,1.00,1.70
24/2/18-4:28:7,853,260,417,79.40,17.70,0.90,2.30
24/2/18-4:29:8,852,262,415,79.80,17.70,0.90,1.40
24/2/18-4:30:9,853,258,413,80.00,17.70,1.10,2.00
24/2/18-4:31:10,853,234,414,78.80,17.70,0.90,2.50
24/2/18-4:32:11,853,223,412,79.70,17.60,1.00,2.70
24/2/18-4:33:12,852,222,408,77.60,17.60,0.90,1.30
24/2/18-4:34:13,851,221,409,78.40,17.70,0.70,2.10
24/2/18-4:35:14,852,226,407,78.70,17.70,0.80,2.20
24/2/18-4:36:15,853,223,410,80.70,17.70,1.00,1.70
24/2/18-4:37:16,853,194,405,79.10,17.70,0.80,2.20
24/2/18-4:38:17,853,186,403,78.00,17.70,1.10,2.00
24/2/18-4:39:18,853,199,400,77.30,17.70,0.90,4.40
24/2/18-4:40:19,853,212,408,78.50,17.70,0.90,1.50
24/2/18-4:41:20,853,222,412,80.20,17.70,0.90,1.60
24/2/18-4:42:21,852,248,417,80.80,17.70,1.10,3.40
24/2/18-4:43:22,853,253,412,79.60,17.70,0.90,2.50
24/2/18-4:44:23,853,250,407,79.40,17.70,0.80,0.80
24/2/18-4:45:24,852,242,404,79.10,17.60,0.90,1.00
24/2/18-4:46:25,853,247,408,78.70,17.60,0.80,1.10
24/2/18-4:47:26,852,258,410,77.70,17.60,1.00,2.70
24/2/18-4:48:27,852,261,410,78.20,17.60,0.90,1.60
24/2/18-4:49:28,852,254,407,80.40,17.60,1.10,2.70
24/2/18-4:50:29,853,246,409,78.60,17.60,0.80,1.10
24/2/18-4:51:30,852,254,407,80.20,17.60,0.70,3.80
24/2/18-4:52:31,853,259,409,80.90,17.50,1.00,3.50
24/2/18-4:53:31,853,267,410,79.60,17.60,1.10,1.80
24/2/18-4:54:32,852,264,405,80.10,17.50,1.20,3.80
24/2/18-4:55:33,853,260,406,80.90,17.50,1.10,3.40
24/2/18-4:56:34,853,254,407,81.00,17.40,0.90,1.40
24/2/18-4:57:35,853,256,408,82.40,17.40,1.10,2.50
24/2/18-4:58:36,853,263,407,77.70,17.40,1.10,3.00
24/2/18-4:59:37,852,255,405,79.40,17.30,0.90,1.00
24/2/18-5:0:38,852,260,407,77.10,17.30,0.80,2.00
24/2/18-5:1:39,852,262,406,78.20,17.30,0.80,2.90
24/2/18-5:2:40,852,256,407,79.10,17.20,0.80,0.80
24/2/18-5:3:41,852,257,407,79.60,17.20,0.90,1.70
24/2/18-5:4:42,853,262,405,54.00,17.20,1.80,5.90
24/2/18-5:5:43,852,272,406,80.80,17.20,1.00,1.50
24/2/18-5:6:44,852,277,408,80.30,17.20,0.90,1.60
24/2/18-5:7:45,852,279,407,80.80,17.20,1.00,1.00
24/2/18-5:8:46,853,281,410,79.90,17.10,0.90,1.80
24/2/18-5:9:47,853,286,407,79.50,17.10,1.00,1.30
24/2/18-5:10:48,852,297,409,79.90,17.10,1.10,2.70
24/2/18-5:11:49,852,297,408,80.70,17.10,1.00,1.10
24/2/18-5:12:50,852,288,409,79.00,17.10,0.90,1.70
24/2/18-5:13:51,852,276,407,78.60,17.00,0.90,0.90
24/2/18-5:14:52,852,280,409,78.60,17.10,0.90,1.70
24/2/18-5:15:53,852,275,402,78.70,17.00,0.90,1.00
24/2/18-5:16:54,852,277,405,79.20,17.00,0.90,1.10
24/2/18-5:17:55,852,281,405,78.60,17.00,1.20,2.50
24/2/18-5:18:56,853,274,407,81.40,17.00,0.70,0.70
24/2/18-5:19:57,852,269,404,80.30,17.00,1.50,3.20
24/2/18-5:20:58,853,258,405,78.80,17.00,0.90,0.90
24/2/18-5:21:59,853,261,406,80.90,17.00,0.90,1.30
24/2/18-5:23:0,853,254,406,79.20,17.00,1.20,2.70
24/2/18-5:24:1,853,253,409,80.20,17.00,1.50,4.60
24/2/18-5:25:2,853,254,408,80.20,17.00,1.00,1.70
24/2/18-5:26:3,853,265,407,80.60,16.90,0.80,0.90
24/2/18-5:27:4,853,276,407,80.20,16.90,1.00,1.30
24/2/18-5:28:5,852,281,407,78.90,16.90,0.90,2.40
24/2/18-5:29:6,852,282,408,79.40,16.90,1.00,1.70
24/2/18-5:30:7,853,281,407,79.80,16.90,0.60,0.70
24/2/18-5:31:8,852,281,408,80.60,16.90,1.10,3.70
24/2/18-5:32:9,852,283,406,80.90,16.90,1.30,2.40
24/2/18-5:33:10,853,280,406,81.00,16.90,1.00,2.50
24/2/18-5:34:11,853,280,409,81.60,16.90,1.00,1.40
24/2/18-5:35:11,853,284,406,81.80,16.80,1.10,1.30
24/2/18-5:36:12,853,288,407,81.40,16.90,1.00,1.40
24/2/18-5:37:13,853,288,407,81.40,16.90,1.20,2.60
24/2/18-5:38:14,852,284,405,80.00,16.80,1.10,2.30
24/2/18-5:39:15,853,284,406,81.20,16.80,0.90,1.60
24/2/18-5:40:16,853,287,405,82.90,16.80,1.20,2.70
24/2/18-5:41:17,853,293,410,82.30,16.80,1.20,2.20
24/2/18-5:42:18,852,299,413,82.30,16.80,1.30,3.90
24/2/18-5:43:19,853,300,411,81.90,16.80,0.90,1.90
24/2/18-5:44:20,852,301,409,82.50,16.80,1.00,2.10
24/2/18-5:45:21,853,302,410,84.00,16.80,1.30,3.10
24/2/18-5:46:22,853,306,415,83.30,16.80,1.20,1.50
24/2/18-5:47:23,853,306,412,83.50,16.80,1.20,1.40
24/2/18-5:48:24,853,312,412,82.10,16.80,1.20,1.90
24/2/18-5:49:25,853,312,413,82.00,16.80,1.20,2.20
24/2/18-5:50:26,852,311,411,82.90,16.80,1.30,2.00
24/2/18-5:51:27,853,313,413,82.00,16.80,0.90,2.10
24/2/18-5:52:28,852,316,412,83.20,16.80,1.20,2.50
24/2/18-5:53:29,852,319,412,82.70,16.80,1.00,1.40
24/2/18-5:54:30,852,321,413,82.40,16.80,1.10,1.60
24/2/18-5:55:31,852,321,413,81.80,16.70,1.20,1.90
24/2/18-5:56:32,852,317,407,82.20,16.70,1.30,4.40
24/2/18-5:57:33,853,317,416,82.60,16.70,1.30,3.60
24/2/18-5:58:34,853,319,417,83.00,16.70,1.30,1.40
24/2/18-5:59:35,852,319,413,83.10,16.70,1.30,2.50
24/2/18-6:0:36,852,323,415,83.10,16.70,1.10,1.60
24/2/18-6:1:37,853,320,413,83.90,16.70,1.20,3.50
24/2/18-6:2:38,852,319,409,83.60,16.70,1.50,1.60
24/2/18-6:3:39,852,319,412,82.30,16.70,1.50,2.20
24/2/18-6:4:40,853,321,414,83.30,16.60,1.20,3.10
24/2/18-6:5:41,852,321,415,83.20,16.70,1.30,2.20
24/2/18-6:6:42,853,319,412,82.80,16.60,1.40,2.70
24/2/18-6:7:43,851,318,416,81.50,16.70,1.50,2.80
24/2/18-6:8:44,850,315,417,82.60,16.70,1.40,2.60
24/2/18-6:9:45,850,325,420,82.30,16.70,1.40,3.40
24/2/18-6:10:46,851,335,420,82.10,16.70,1.80,7.80
24/2/18-6:11:47,850,335,415,81.70,16.70,1.40,2.30
24/2/18-6:12:48,850,340,422,81.20,16.70,1.70,3.20
24/2/18-6:13:49,850,338,422,80.90,16.70,1.50,3.00
24/2/18-6:14:50,849,335,422,82.80,16.80,1.90,3.60
24/2/18-6:15:51,850,336,421,85.10,16.80,2.20,4.50
24/2/18-6:16:51,850,333,420,86.00,16.80,2.00,3.90
24/2/18-6:17:52,850,333,421,85.60,16.80,1.60,3.20
24/2/18-6:18:53,849,331,423,87.40,16.80,2.20,2.50
24/2/18-6:19:54,849,317,427,86.50,16.80,2.80,3.40
24/2/18-6:20:55,850,314,435,88.10,16.80,4.30,6.30
24/2/18-6:21:56,849,320,428,88.40,16.90,3.70,4.10
24/2/18-6:22:57,849,324,435,90.10,16.90,3.30,4.80
24/2/18-6:23:58,849,334,433,88.60,16.90,2.80,3.60
24/2/18-6:24:59,849,330,430,88.10,17.00,3.50,4.80
24/2/18-6:26:0,849,316,438,89.40,17.00,4.70,5.20
24/2/18-6:27:1,849,300,425,87.90,17.00,5.30,5.90
24/2/18-6:28:2,849,298,432,87.60,17.00,4.50,5.80
24/2/18-6:29:3,849,284,423,91.30,17.10,4.80,8.70
24/2/18-6:30:4,849,285,423,90.30,17.10,5.10,6.10
24/2/18-6:31:5,849,290,441,89.20,17.10,4.90,5.40
24/2/18-6:32:6,849,303,435,92.70,17.10,5.00,5.50
24/2/18-6:33:7,848,302,426,91.00,17.10,5.50,6.00
24/2/18-6:34:8,848,320,447,89.10,17.20,5.70,7.20
24/2/18-6:35:9,848,328,438,85.60,17.20,5.30,5.90
24/2/18-6:36:10,849,314,426,84.40,17.20,5.40,6.00
24/2/18-6:37:11,849,321,430,85.70,17.20,5.00,5.60
24/2/18-6:38:12,849,318,435,84.50,17.30,5.10,5.90
24/2/18-6:39:13,849,324,428,85.10,17.30,5.60,6.20
24/2/18-6:40:14,849,333,430,89.10,17.30,5.70,6.30
24/2/18-6:41:15,849,331,427,89.60,17.30,5.00,5.50
24/2/18-6:42:16,849,333,432,84.10,17.30,5.60,6.20
24/2/18-6:43:17,850,323,428,82.10,17.30,6.00,6.60
24/2/18-6:44:18,849,317,432,84.90,17.30,6.20,8.10
24/2/18-6:45:19,850,322,425,85.30,17.30,5.80,6.50
24/2/18-6:46:20,849,326,427,86.00,17.40,5.80,6.40
24/2/18-6:47:21,849,329,425,86.90,17.40,6.00,7.30
24/2/18-6:48:22,849,329,432,86.20,17.40,6.00,6.60
24/2/18-6:49:23,849,323,425,83.30,17.40,6.50,7.20
24/2/18-6:50:24,849,334,426,88.60,17.40,6.00,7.40
24/2/18-6:51:25,849,338,430,86.90,17.40,5.50,6.70
24/2/18-6:52:26,849,340,427,85.60,17.40,6.30,6.90
24/2/18-6:53:27,849,333,421,86.10,17.40,6.10,6.70
24/2/18-6:54:28,849,335,425,82.80,17.40,6.20,9.00
24/2/18-6:55:29,850,345,436,83.40,17.40,6.70,7.50
