Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
23/2/18-0:42:23,845,400,485,47.70,26.60,2.00,5.30
23/2/18-0:43:24,845,390,477,48.80,26.60,2.30,8.50
23/2/18-0:44:25,846,378,473,48.20,26.60,2.40,6.50
23/2/18-0:45:26,845,376,471,49.00,26.50,2.00,4.40
23/2/18-0:46:27,845,378,474,47.40,26.50,1.70,5.80
23/2/18-0:47:28,846,378,470,49.20,26.50,2.40,8.90
23/2/18-0:48:29,845,379,466,47.30,26.40,2.10,5.00
23/2/18-0:49:30,846,375,467,48.50,26.40,2.50,8.50
23/2/18-0:50:31,845,367,464,48.60,26.40,2.60,7.10
23/2/18-0:51:32,846,370,467,48.30,26.30,2.30,7.30
23/2/18-0:52:33,846,369,466,48.30,26.30,2.20,6.30
23/2/18-0:53:34,846,364,463,50.30,26.30,2.10,8.30
23/2/18-0:54:35,846,355,461,49.40,26.20,2.20,4.00
23/2/18-0:55:36,846,355,465,48.90,26.20,2.60,4.60
23/2/18-0:56:37,846,359,462,51.50,26.10,2.60,10.90
23/2/18-0:57:38,846,358,462,52.50,26.10,2.80,7.60
23/2/18-0:58:39,845,360,466,49.50,26.00,2.60,8.70
23/2/18-0:59:40,846,352,469,50.90,26.00,2.80,12.60
23/2/18-1:0:41,846,364,464,51.30,25.90,2.90,8.10
23/2/18-1:1:42,846,365,463,50.00,25.90,2.70,10.00
23/2/18-1:2:43,846,357,463,50.30,25.90,2.80,7.60
23/2/18-1:3:44,846,362,464,49.80,25.80,2.70,7.10
23/2/18-1:4:45,846,364,463,51.20,25.80,2.60,6.80
23/2/18-1:5:46,846,367,465,51.40,25.80,3.10,9.80
23/2/18-1:6:47,846,371,461,52.20,25.80,2.70,7.50
23/2/18-1:7:47,845,369,460,52.50,25.80,2.30,5.40
23/2/18-1:8:48,846,361,457,52.70,25.70,2.80,11.10
23/2/18-1:9:49,846,355,461,50.60,25.70,2.70,7.60
23/2/18-1:10:50,846,356,459,50.50,25.70,2.80,10.80
23/2/18-1:11:51,846,349,457,51.60,25.60,2.30,6.30
23/2/18-1:12:52,847,358,463,50.60,25.50,2.20,7.90
23/2/18-1:13:53,846,363,461,52.10,25.50,2.80,14.00
23/2/18-1:14:54,845,369,463,49.90,25.50,2.50,8.70
23/2/18-1:15:55,846,368,462,52.10,25.50,2.50,8.40
23/2/18-1:16:56,845,372,463,53.10,25.50,2.20,8.20
23/2/18-1:17:57,846,366,463,51.30,25.50,2.40,5.90
23/2/18-1:18:58,846,371,462,50.50,25.50,3.10,12.10
23/2/18-1:19:59,845,369,462,50.10,25.40,2.50,9.80
23/2/18-1:21:0,846,363,459,52.00,25.40,2.50,9.20
23/2/18-1:22:1,846,359,459,52.60,25.40,3.20,7.20
23/2/18-1:23:2,846,359,461,51.50,25.40,2.80,7.40
23/2/18-1:24:3,846,359,458,52.00,25.30,2.50,6.10
23/2/18-1:25:4,846,366,459,52.70,25.30,2.30,9.80
23/2/18-1:26:5,846,362,458,52.40,25.30,2.40,9.40
23/2/18-1:27:6,846,356,453,51.80,25.20,2.70,10.70
23/2/18-1:28:7,846,361,459,52.10,25.20,2.80,6.30
23/2/18-1:29:8,846,362,460,52.10,25.20,2.90,15.60
23/2/18-1:30:9,846,376,465,50.70,25.20,19.10,188.30
23/2/18-1:31:10,846,380,463,51.60,25.20,16.70,178.90
23/2/18-1:32:11,846,375,462,52.00,25.20,27.60,265.20
23/2/18-1:33:12,846,377,462,51.30,25.10,28.60,263.20
23/2/18-1:34:13,846,383,464,52.30,25.10,27.60,225.10
23/2/18-1:35:14,846,377,461,51.60,25.10,17.80,143.00
23/2/18-1:36:15,846,378,464,51.30,25.00,16.30,144.20
23/2/18-1:37:16,846,377,464,52.50,25.00,14.80,96.90
23/2/18-1:38:17,846,381,467,51.90,25.00,10.90,79.10
23/2/18-1:39:18,846,385,467,54.00,25.00,10.60,78.30
23/2/18-1:40:19,846,381,466,53.80,24.90,7.70,42.60
23/2/18-1:41:20,846,383,466,53.40,24.90,5.60,32.90
23/2/18-1:42:21,846,385,469,53.00,24.90,5.50,30.20
23/2/18-1:43:22,846,383,469,53.10,24.90,4.70,28.60
23/2/18-1:44:23,846,385,474,52.70,24.90,5.30,20.20
23/2/18-1:45:24,846,380,471,53.60,24.90,4.10,17.30
23/2/18-1:46:25,846,382,470,53.20,24.80,4.50,20.80
23/2/18-1:47:26,846,391,471,54.30,24.80,3.80,15.60
23/2/18-1:48:27,846,388,468,54.50,24.80,3.80,24.00
23/2/18-1:49:28,846,390,473,55.20,24.80,3.30,14.40
23/2/18-1:50:29,846,402,474,53.80,24.80,3.70,9.90
23/2/18-1:51:30,846,405,472,54.00,24.80,4.20,12.00
23/2/18-1:52:31,846,400,472,56.70,24.70,4.10,12.60
23/2/18-1:53:32,846,390,469,53.00,24.70,3.80,13.40
23/2/18-1:54:33,846,396,478,53.30,24.70,3.60,12.90
23/2/18-1:55:34,847,398,472,54.70,24.70,4.10,10.50
23/2/18-1:56:35,846,396,473,53.30,24.70,3.90,15.90
23/2/18-1:57:36,846,397,473,53.10,24.70,3.70,9.80
23/2/18-1:58:37,846,390,467,55.10,24.70,3.70,14.70
23/2/18-1:59:38,846,394,473,54.40,24.70,3.60,12.90
23/2/18-2:0:38,846,428,502,54.10,24.70,4.20,16.70
23/2/18-2:1:39,846,432,491,52.90,24.70,3.50,11.90
23/2/18-2:2:40,846,403,469,52.80,24.70,3.20,12.70
23/2/18-2:3:41,846,396,468,53.70,24.70,3.20,10.00
23/2/18-2:4:42,846,399,471,52.70,24.70,3.40,8.40
23/2/18-2:5:43,846,391,461,52.70,24.80,3.80,13.40
23/2/18-2:6:44,846,384,462,53.70,24.70,3.10,8.70
23/2/18-2:7:45,846,386,464,53.40,24.70,3.10,11.60
23/2/18-2:8:46,846,381,461,54.80,24.70,2.70,8.50
23/2/18-2:9:47,847,383,465,52.90,24.70,2.80,8.00
23/2/18-2:10:48,846,384,460,53.70,24.70,3.20,9.50
23/2/18-2:11:49,846,390,463,55.70,24.70,2.90,11.10
23/2/18-2:12:50,846,387,464,54.40,24.60,2.60,8.90
23/2/18-2:13:51,846,382,459,54.90,24.70,2.70,8.90
23/2/18-2:14:52,846,390,461,53.60,24.60,3.00,12.10
23/2/18-2:15:53,846,383,459,53.40,24.60,2.90,13.20
23/2/18-2:16:54,846,384,458,53.00,24.60,2.50,14.20
23/2/18-2:17:55,845,367,454,54.00,24.60,2.70,8.40
23/2/18-2:18:56,846,359,446,53.90,24.50,2.90,9.90
23/2/18-2:19:57,846,360,454,52.90,24.60,2.80,9.10
23/2/18-2:20:58,846,356,449,53.60,24.60,2.30,6.20
23/2/18-2:21:59,846,350,448,53.60,24.50,2.80,9.90
23/2/18-2:23:0,846,364,454,54.00,24.50,2.80,16.10
23/2/18-2:24:1,846,367,451,52.70,24.50,2.80,12.90
23/2/18-2:25:2,846,354,448,53.70,24.40,2.50,10.40
23/2/18-2:26:3,846,366,456,53.60,24.40,2.80,9.40
23/2/18-2:27:4,846,380,457,54.70,24.50,2.70,9.20
23/2/18-2:28:5,846,389,457,53.90,24.40,3.20,10.50
23/2/18-2:29:6,846,374,454,54.40,24.40,2.70,9.00
23/2/18-2:30:7,847,372,454,54.00,24.40,3.10,16.00
23/2/18-2:31:8,847,370,449,55.40,24.40,2.70,9.40
23/2/18-2:32:9,846,365,449,54.30,24.30,3.10,21.30
23/2/18-2:33:10,846,363,448,55.70,24.30,2.60,9.10
23/2/18-2:34:11,846,366,448,55.60,24.30,2.80,9.70
23/2/18-2:35:12,847,366,455,56.60,24.20,2.80,11.40
23/2/18-2:36:13,846,366,448,55.10,24.30,3.10,9.80
23/2/18-2:37:14,846,369,450,55.80,24.20,2.90,14.10
23/2/18-2:38:15,846,373,445,55.00,24.20,2.70,9.90
23/2/18-2:39:16,847,364,449,56.30,24.20,2.50,8.80
23/2/18-2:40:17,847,354,446,56.40,24.20,3.00,12.70
23/2/18-2:41:18,846,352,443,54.80,24.10,2.70,9.80
23/2/18-2:42:19,846,347,445,56.40,24.10,2.70,7.80
23/2/18-2:43:20,847,350,446,56.10,24.10,2.90,16.10
23/2/18-2:44:21,847,372,461,55.30,24.10,3.30,12.70
23/2/18-2:45:22,847,367,451,55.20,24.00,3.10,13.40
23/2/18-2:46:23,846,350,443,54.60,24.00,2.80,14.80
23/2/18-2:47:24,846,355,451,54.20,24.00,3.60,15.30
23/2/18-2:48:25,846,355,450,55.30,24.00,2.50,7.40
23/2/18-2:49:26,846,352,449,56.40,24.00,2.60,11.50
23/2/18-2:50:27,846,349,443,55.80,24.00,2.80,12.40
23/2/18-2:51:27,846,341,443,56.50,24.00,2.80,9.40
23/2/18-2:52:28,846,351,445,56.60,24.00,2.60,7.40
23/2/18-2:53:29,847,342,448,56.90,24.00,2.60,9.50
23/2/18-2:54:30,847,338,441,55.50,23.90,2.40,9.90
23/2/18-2:55:31,847,341,457,55.00,23.90,2.80,9.10
23/2/18-2:56:32,847,352,442,56.10,23.90,2.90,14.00
23/2/18-2:57:33,847,347,438,55.90,23.90,2.30,7.10
23/2/18-2:58:34,846,346,445,54.50,23.90,2.70,9.50
23/2/18-2:59:35,846,349,447,55.60,23.80,2.50,10.30
23/2/18-3:0:36,846,344,450,54.80,23.80,2.40,8.20
23/2/18-3:1:37,846,361,448,54.50,23.80,2.80,10.50
23/2/18-3:2:38,846,382,469,54.30,23.90,2.90,12.10
23/2/18-3:3:39,846,373,467,54.00,23.90,2.30,21.00
23/2/18-3:4:40,846,348,449,53.00,23.90,2.10,9.80
23/2/18-3:5:41,846,332,445,53.10,23.90,2.10,9.90
23/2/18-3:6:42,847,335,448,53.60,23.90,2.20,7.70
23/2/18-3:7:43,847,354,463,52.70,23.90,2.30,11.40
23/2/18-3:8:44,847,385,473,52.30,23.90,2.00,6.40
23/2/18-3:9:45,847,400,493,53.10,23.90,1.90,6.50
23/2/18-3:10:46,846,367,444,53.00,24.00,2.20,7.40
23/2/18-3:11:47,846,360,457,53.00,24.00,2.50,9.40
23/2/18-3:12:48,846,337,442,53.10,23.90,1.80,6.40
23/2/18-3:13:49,847,331,446,53.50,23.90,2.40,10.00
23/2/18-3:14:50,847,326,444,54.00,23.90,2.20,5.50
23/2/18-3:15:51,847,324,442,54.10,23.90,2.30,11.40
23/2/18-3:16:52,846,324,441,54.60,23.90,2.40,8.00
23/2/18-3:17:53,846,320,438,54.30,23.90,2.10,7.10
23/2/18-3:18:54,847,318,436,55.60,23.80,2.40,10.80
23/2/18-3:19:55,848,318,441,55.20,23.80,2.30,7.00
23/2/18-3:20:56,847,311,440,55.40,23.80,2.10,10.70
23/2/18-3:21:57,847,317,439,54.70,23.80,1.80,5.60
23/2/18-3:22:58,846,317,438,54.40,23.70,2.20,9.30
23/2/18-3:23:59,846,315,436,54.20,23.70,2.40,8.50
23/2/18-3:25:0,846,327,441,54.70,23.60,2.50,8.40
23/2/18-3:26:1,846,342,439,56.00,23.60,2.50,10.10
23/2/18-3:27:2,847,325,439,54.60,23.60,1.90,6.80
23/2/18-3:28:3,846,327,438,55.00,23.60,2.20,4.50
23/2/18-3:29:4,846,328,453,55.10,23.60,2.30,8.90
23/2/18-3:30:5,847,322,435,53.70,23.60,2.30,6.40
23/2/18-3:31:6,847,333,458,53.60,23.60,2.70,9.70
23/2/18-3:32:7,846,327,443,53.30,23.60,2.50,9.40
23/2/18-3:33:8,847,336,442,53.80,23.60,2.40,10.10
23/2/18-3:34:9,846,359,493,53.00,23.60,2.90,8.00
23/2/18-3:35:10,847,361,454,54.80,23.60,2.40,9.20
23/2/18-3:36:11,846,347,446,55.30,23.60,3.20,10.10
23/2/18-3:37:12,847,336,441,55.00,23.70,2.50,5.90
23/2/18-3:38:13,847,343,441,55.20,23.60,2.20,8.90
23/2/18-3:39:14,847,339,439,56.40,23.60,2.50,7.50
23/2/18-3:40:15,846,336,441,54.70,23.60,2.10,8.10
23/2/18-3:41:15,847,329,437,55.70,23.50,2.70,9.20
23/2/18-3:42:16,847,328,446,54.60,23.50,2.60,5.80
23/2/18-3:43:17,847,344,451,55.30,23.50,3.00,11.40
23/2/18-3:44:18,846,334,440,56.40,23.50,3.00,11.10
23/2/18-3:45:19,846,354,445,57.10,23.50,2.50,8.50
23/2/18-3:46:20,846,358,452,55.90,23.50,2.30,7.30
23/2/18-3:47:21,846,355,440,56.10,23.40,2.40,8.30
23/2/18-3:48:22,847,348,439,57.00,23.40,2.70,6.40
23/2/18-3:49:23,847,330,441,56.80,23.40,2.50,6.20
23/2/18-3:50:24,847,326,436,56.00,23.30,3.20,8.80
23/2/18-3:51:25,847,329,437,56.60,23.30,2.60,7.40
23/2/18-3:52:26,847,351,447,58.70,23.30,2.20,5.70
23/2/18-3:53:27,846,348,440,57.00,23.30,3.00,6.80
23/2/18-3:54:28,846,332,437,56.60,23.20,3.20,8.50
23/2/18-3:55:29,846,328,436,57.70,23.20,2.70,6.40
23/2/18-3:56:30,847,334,439,57.80,23.10,2.70,8.10
23/2/18-3:57:31,847,344,442,57.90,23.10,2.40,5.00
23/2/18-3:58:32,847,348,441,59.50,23.10,2.50,5.70
23/2/18-3:59:33,847,334,436,57.10,23.10,3.20,7.80
23/2/18-4:0:34,847,326,436,57.70,23.10,2.80,7.40
23/2/18-4:1:35,846,328,437,56.70,23.10,2.80,8.50
23/2/18-4:2:36,846,367,449,57.00,23.10,2.70,6.90
23/2/18-4:3:37,846,355,440,55.80,23.10,2.70,11.30
23/2/18-4:4:38,846,349,440,56.90,23.10,3.30,10.30
23/2/18-4:5:39,847,349,446,56.00,23.10,2.70,8.60
23/2/18-4:6:40,846,364,444,57.20,23.10,3.30,8.50
23/2/18-4:7:41,847,352,439,56.70,23.10,2.90,6.90
23/2/18-4:8:42,847,346,441,58.20,23.10,3.10,8.00
23/2/18-4:9:43,846,359,439,55.20,23.10,3.30,7.60
23/2/18-4:10:44,846,347,437,55.80,23.10,3.30,9.30
23/2/18-4:11:45,847,367,458,56.60,23.10,3.20,8.30
23/2/18-4:12:46,846,353,441,56.70,23.10,3.90,10.20
23/2/18-4:13:47,847,354,448,55.80,23.00,3.50,10.70
23/2/18-4:14:48,847,361,446,56.30,23.10,3.50,5.90
23/2/18-4:15:49,847,341,448,55.90,23.10,3.60,7.50
23/2/18-4:16:50,847,334,453,55.60,23.10,4.90,10.20
23/2/18-4:17:51,848,362,446,55.70,23.00,5.50,13.00
23/2/18-4:18:52,848,354,448,55.90,23.10,5.20,12.10
23/2/18-4:19:53,847,376,449,55.70,23.10,5.00,13.30
23/2/18-4:20:54,847,373,473,55.60,23.20,5.30,12.00
23/2/18-4:21:55,847,371,444,54.90,23.20,5.00,11.60
23/2/18-4:22:56,847,367,456,55.90,23.20,5.60,11.70
23/2/18-4:23:57,846,352,448,56.30,23.20,5.30,10.30
23/2/18-4:24:58,847,367,455,55.30,23.30,5.40,10.70
23/2/18-4:25:59,847,370,457,55.40,23.30,6.10,14.10
23/2/18-4:27:0,846,376,465,54.70,23.30,5.20,10.50
23/2/18-4:28:1,846,388,463,54.70,23.30,5.30,14.00
23/2/18-4:29:2,846,386,483,54.80,23.30,4.80,11.30
23/2/18-4:30:2,847,388,460,56.40,23.40,5.50,11.60
23/2/18-4:31:3,847,407,482,55.40,23.40,4.70,7.80
23/2/18-4:32:4,846,399,470,54.20,23.40,5.00,11.00
23/2/18-4:33:5,846,411,484,54.10,23.40,4.90,14.10
23/2/18-4:34:6,846,411,465,54.50,23.50,4.80,12.90
23/2/18-4:35:7,847,400,470,54.50,23.50,4.80,9.80
23/2/18-4:36:8,847,392,458,53.50,23.50,4.20,7.00
23/2/18-4:37:9,847,378,460,53.40,23.50,4.20,9.40
23/2/18-4:38:10,847,375,465,54.10,23.50,3.80,7.10
23/2/18-4:39:11,847,351,454,53.00,23.50,4.50,11.50
23/2/18-4:40:12,847,348,452,52.70,23.40,4.00,8.70
23/2/18-4:41:13,846,351,449,53.60,23.40,4.00,9.30
23/2/18-4:42:14,846,415,505,54.90,23.40,4.70,11.30
23/2/18-4:43:15,847,385,462,53.20,23.40,4.10,11.30
23/2/18-4:44:16,847,384,468,55.10,23.40,4.00,9.20
23/2/18-4:45:17,846,386,456,54.80,23.40,4.30,12.60
23/2/18-4:46:18,847,365,456,55.00,23.40,4.30,12.30
23/2/18-4:47:19,846,384,474,52.70,23.40,3.20,9.40
23/2/18-4:48:20,847,372,453,53.80,23.40,3.30,9.20
23/2/18-4:49:21,847,385,471,54.10,23.40,3.20,11.60
23/2/18-4:50:22,847,390,460,53.40,23.40,3.70,10.80
23/2/18-4:51:23,846,355,451,53.90,23.40,3.20,6.30
23/2/18-4:52:24,847,365,467,53.60,23.40,3.50,12.80
23/2/18-4:53:25,847,382,482,53.40,23.40,3.80,13.50
23/2/18-4:54:26,847,380,457,53.60,23.40,3.50,11.60
23/2/18-4:55:27,846,371,454,52.60,23.40,2.90,6.50
23/2/18-4:56:28,847,370,455,53.50,23.40,3.30,6.80
23/2/18-4:57:29,847,377,461,53.90,23.40,3.10,7.20
23/2/18-4:58:30,847,361,459,53.90,23.40,2.80,7.80
23/2/18-4:59:31,846,354,459,53.00,23.40,3.20,8.90
23/2/18-5:0:32,847,356,449,54.20,23.40,2.80,8.70
23/2/18-5:1:33,847,385,490,52.30,23.40,2.90,9.60
23/2/18-5:2:34,847,350,453,53.20,23.40,2.80,8.10
23/2/18-5:3:35,846,364,455,52.90,23.30,2.50,5.50
23/2/18-5:4:36,847,365,453,53.40,23.40,3.10,7.80
23/2/18-5:5:37,847,389,470,54.90,23.40,3.30,9.30
23/2/18-5:6:38,847,375,464,54.00,23.40,2.50,7.00
23/2/18-5:7:39,847,353,453,53.70,23.30,2.70,8.90
23/2/18-5:8:40,848,376,475,52.80,23.40,4.00,18.70
23/2/18-5:9:41,846,381,465,51.90,23.40,2.90,5.90
23/2/18-5:10:42,847,364,467,52.20,23.40,2.40,5.90
23/2/18-5:11:43,846,372,475,52.20,23.30,2.80,7.20
23/2/18-5:12:44,847,381,481,53.20,23.30,3.00,7.50
23/2/18-5:13:45,846,376,483,53.00,23.30,3.20,9.30
23/2/18-5:14:46,846,376,462,53.10,23.30,2.80,8.20
23/2/18-5:15:47,846,379,464,52.90,23.30,2.90,10.90
23/2/18-5:16:48,846,372,461,53.50,23.30,2.90,5.60
23/2/18-5:17:48,846,373,462,53.60,23.30,3.10,11.30
23/2/18-5:18:49,846,376,473,53.10,23.30,3.10,10.30
23/2/18-5:19:50,846,355,451,52.40,23.30,3.30,7.60
23/2/18-5:20:51,847,356,458,51.90,23.40,3.30,11.80
23/2/18-5:21:52,846,363,483,51.40,23.40,3.30,9.50
23/2/18-5:22:53,846,364,463,53.10,23.40,2.60,8.00
23/2/18-5:23:54,846,362,453,53.60,23.30,3.10,8.50
23/2/18-5:24:55,846,351,462,52.20,23.30,3.20,7.60
23/2/18-5:25:56,846,344,472,51.70,23.30,3.10,12.50
23/2/18-5:26:57,847,344,458,51.20,23.30,3.40,9.80
23/2/18-5:27:58,846,350,465,51.40,23.30,3.70,9.40
23/2/18-5:28:59,847,367,466,52.10,23.30,3.90,10.60
23/2/18-5:30:0,847,354,463,52.50,23.30,4.60,12.00
23/2/18-5:31:1,847,359,463,52.40,23.30,4.10,11.00
23/2/18-5:32:2,847,358,462,54.30,23.30,4.10,11.70
23/2/18-5:33:3,847,367,462,54.10,23.30,4.00,10.40
23/2/18-5:34:4,847,363,465,53.80,23.30,4.80,9.00
23/2/18-5:35:5,847,342,452,53.40,23.30,4.50,12.90
23/2/18-5:36:6,848,344,463,54.20,23.30,4.30,15.50
23/2/18-5:37:7,847,369,467,53.90,23.30,4.30,12.50
23/2/18-5:38:8,847,376,477,52.30,23.30,4.10,12.40
23/2/18-5:39:9,847,372,460,51.90,23.30,4.40,12.60
23/2/18-5:40:10,846,378,464,51.90,23.40,5.00,11.50
23/2/18-5:41:11,847,362,454,52.60,23.30,4.30,9.60
23/2/18-5:42:12,847,362,467,53.70,23.30,4.30,12.40
23/2/18-5:43:13,847,362,465,52.10,23.30,4.30,9.70
23/2/18-5:44:14,847,366,465,52.20,23.30,3.90,9.60
23/2/18-5:45:15,846,369,456,53.60,23.30,3.90,7.90
23/2/18-5:46:16,847,362,459,53.40,23.30,4.10,9.70
23/2/18-5:47:17,847,377,466,55.30,23.30,3.60,10.20
23/2/18-5:48:18,847,384,474,52.50,23.40,4.30,11.00
23/2/18-5:49:19,847,387,469,54.00,23.30,3.80,9.80
23/2/18-5:50:20,846,355,453,52.70,23.30,3.80,9.10
23/2/18-5:51:21,847,384,486,53.60,23.30,3.90,7.90
23/2/18-5:52:22,848,394,468,51.90,23.30,3.40,7.20
23/2/18-5:53:23,847,381,466,53.90,23.30,3.90,8.70
23/2/18-5:54:24,847,377,475,51.50,23.30,3.80,7.80
23/2/18-5:55:25,846,372,474,54.20,23.30,3.80,11.30
23/2/18-5:56:26,847,362,472,54.50,23.20,3.60,11.60
23/2/18-5:57:27,847,371,465,51.40,23.30,4.10,14.50
23/2/18-5:58:28,846,344,447,54.50,23.30,3.40,11.50
23/2/18-5:59:29,847,327,452,52.80,23.30,4.00,11.40
23/2/18-6:0:30,846,327,452,52.10,23.20,3.50,9.10
23/2/18-6:1:31,847,315,451,52.50,23.20,4.30,11.20
23/2/18-6:2:32,846,325,451,53.80,23.20,3.60,7.00
23/2/18-6:3:33,847,341,462,55.20,23.20,3.40,7.80
23/2/18-6:4:34,847,340,449,54.50,23.20,4.40,9.80
23/2/18-6:5:35,847,344,455,53.60,23.10,3.90,11.60
23/2/18-6:6:35,847,334,450,54.40,23.10,3.90,10.20
23/2/18-6:7:36,846,335,446,54.90,23.10,3.90,8.60
23/2/18-6:8:37,847,347,460,53.40,23.00,3.90,8.80
23/2/18-6:9:38,846,367,464,54.70,23.00,3.90,9.40
23/2/18-6:10:39,847,357,454,53.60,23.00,3.80,9.20
23/2/18-6:11:40,847,370,474,52.60,22.90,4.10,9.10
23/2/18-6:12:41,847,367,465,54.20,22.90,3.80,8.70
23/2/18-6:13:42,846,368,468,53.00,22.90,3.90,10.20
23/2/18-6:14:43,846,389,460,53.10,23.00,3.50,8.50
23/2/18-6:15:44,847,379,454,54.10,23.00,3.30,10.40
23/2/18-6:16:45,847,368,470,53.30,23.00,3.50,7.10
23/2/18-6:17:46,847,369,452,53.90,23.00,3.10,8.10
23/2/18-6:18:47,847,361,458,53.90,23.00,3.60,9.20
23/2/18-6:19:48,847,379,470,54.80,23.00,3.00,9.20
23/2/18-6:20:49,847,365,467,54.20,23.00,3.00,5.90
23/2/18-6:21:50,847,343,445,53.20,22.90,2.70,5.80
23/2/18-6:22:51,847,328,443,53.90,22.90,2.90,5.60
23/2/18-6:23:52,847,332,445,53.80,22.90,3.30,8.40
23/2/18-6:24:53,847,341,449,53.10,22.90,2.90,5.90
23/2/18-6:25:54,846,365,489,53.50,22.90,2.80,7.40
23/2/18-6:26:55,847,375,454,53.20,22.90,2.50,14.50
23/2/18-6:27:56,847,365,461,52.40,22.90,2.30,6.80
23/2/18-6:28:57,846,368,452,51.40,22.90,2.20,11.60
23/2/18-6:29:58,847,375,461,52.50,22.90,2.30,7.50
23/2/18-6:30:59,846,353,447,53.20,22.90,2.60,8.20
23/2/18-6:32:0,847,341,462,52.60,22.90,2.40,8.90
23/2/18-6:33:1,847,366,469,52.00,22.90,2.60,7.80
23/2/18-6:34:2,846,375,459,52.20,22.90,1.90,5.20
23/2/18-6:35:3,847,354,453,52.20,23.00,2.60,7.50
23/2/18-6:36:4,847,349,469,52.30,22.90,2.00,8.50
23/2/18-6:37:5,847,365,475,51.90,22.90,2.20,5.40
23/2/18-6:38:6,846,365,451,52.40,22.90,1.80,3.60
23/2/18-6:39:7,847,383,463,53.20,22.90,2.20,12.80
23/2/18-6:40:8,848,399,498,52.00,23.00,2.50,8.80
23/2/18-6:41:9,847,381,467,52.90,23.00,2.00,6.50
23/2/18-6:42:10,846,385,466,53.00,23.00,2.10,4.90
23/2/18-6:43:11,847,363,454,52.80,23.00,1.90,5.10
23/2/18-6:44:12,847,368,478,52.00,22.90,2.10,6.10
23/2/18-6:45:13,846,369,461,52.50,22.90,2.10,7.60
23/2/18-6:46:14,846,373,469,54.10,22.90,2.30,5.00
23/2/18-6:47:15,847,365,457,52.20,22.90,1.50,3.60
23/2/18-6:48:16,847,387,466,53.10,22.90,2.00,5.10
23/2/18-6:49:17,847,382,469,51.70,22.90,2.20,9.20
23/2/18-6:50:18,847,379,460,50.90,22.90,1.80,8.30
23/2/18-6:51:19,847,362,463,51.90,22.90,1.90,8.70
23/2/18-6:52:20,846,376,472,53.00,22.90,1.80,5.50
23/2/18-6:53:21,847,377,476,53.00,22.90,2.00,5.10
23/2/18-6:54:21,847,380,456,52.70,22.90,1.70,5.40
23/2/18-6:55:22,847,361,455,52.50,22.90,1.60,4.40
