Hora,O3,NO2,CO,Humedad,Temperatura,P25,P10
7/3/18-0:35:21,837,237,375,46.10,21.90,3.00,12.40
7/3/18-0:36:22,837,242,368,47.00,21.80,3.10,13.30
7/3/18-0:37:23,839,234,365,46.50,21.80,3.20,9.30
7/3/18-0:38:24,838,235,371,46.90,21.80,3.10,7.10
7/3/18-0:39:25,837,236,364,46.80,21.80,2.80,8.10
7/3/18-0:40:26,838,241,372,45.90,21.80,3.30,12.40
7/3/18-0:41:27,836,246,375,46.70,21.80,2.70,7.80
7/3/18-0:42:28,837,236,368,46.50,21.70,2.70,6.30
7/3/18-0:43:29,837,234,369,47.60,21.70,2.80,12.50
7/3/18-0:44:30,837,240,369,47.60,21.70,2.50,6.10
7/3/18-0:45:31,836,246,369,48.60,21.70,2.30,5.10
7/3/18-0:46:32,837,253,376,48.80,21.70,2.60,12.50
7/3/18-0:47:33,837,246,369,49.00,21.70,2.70,11.60
7/3/18-0:48:34,836,264,371,49.30,21.70,2.30,11.60
7/3/18-0:49:35,836,280,376,48.00,21.70,2.40,10.90
7/3/18-0:50:36,837,287,377,47.60,21.80,2.80,9.50
7/3/18-0:51:37,836,294,379,49.20,21.80,2.90,14.60
7/3/18-0:52:38,836,298,381,47.20,21.80,2.50,10.30
7/3/18-0:53:39,838,301,379,50.50,21.80,2.50,13.60
7/3/18-0:54:40,838,303,383,50.80,21.80,3.00,13.30
7/3/18-0:55:41,841,301,384,51.70,21.80,2.60,10.10
7/3/18-0:56:42,838,300,376,51.80,21.80,2.60,12.00
7/3/18-0:57:43,839,288,372,50.80,21.80,2.40,7.40
7/3/18-0:58:44,841,276,369,52.20,21.80,2.10,8.00
7/3/18-0:59:45,840,271,371,51.80,21.80,2.20,8.00
7/3/18-1:0:46,836,269,370,52.70,21.80,2.50,7.80
7/3/18-1:1:47,837,269,371,50.60,21.80,2.10,7.20
7/3/18-1:2:48,836,274,370,51.50,21.70,2.40,9.40
7/3/18-1:3:49,834,279,372,51.30,21.70,2.10,7.80
7/3/18-1:4:50,837,276,370,49.10,21.60,2.60,8.90
7/3/18-1:5:51,837,274,365,49.70,21.60,2.30,4.60
7/3/18-1:6:52,837,279,367,50.30,21.60,2.60,7.50
7/3/18-1:7:53,836,282,370,54.40,21.60,2.30,5.60
7/3/18-1:8:54,836,282,368,51.10,21.50,3.00,8.10
7/3/18-1:9:55,836,286,370,51.30,21.50,2.60,7.20
7/3/18-1:10:56,838,281,368,51.80,21.60,2.60,5.80
7/3/18-1:11:57,837,278,368,52.10,21.50,2.60,8.80
7/3/18-1:12:57,837,278,365,51.70,21.50,2.60,8.90
7/3/18-1:13:58,836,284,370,50.90,21.50,2.20,5.10
7/3/18-1:14:59,836,283,368,50.00,21.50,2.30,6.40
7/3/18-1:16:0,835,281,364,50.30,21.50,2.40,9.90
7/3/18-1:17:1,837,276,366,50.30,21.50,2.50,10.10
7/3/18-1:18:2,835,277,363,50.20,21.50,2.60,9.90
7/3/18-1:19:3,837,280,373,51.60,21.50,2.70,7.70
7/3/18-1:20:4,837,294,371,51.60,21.40,2.80,9.30
7/3/18-1:21:5,838,295,373,51.70,21.40,2.60,9.90
7/3/18-1:22:6,836,291,370,54.10,21.50,2.30,9.00
7/3/18-1:23:7,837,282,367,52.90,21.50,2.10,6.10
7/3/18-1:24:8,837,282,364,52.30,21.40,2.40,7.20
7/3/18-1:25:9,836,275,363,51.30,21.40,2.50,6.00
7/3/18-1:26:10,837,275,367,50.90,21.40,2.40,6.50
7/3/18-1:27:11,838,274,369,52.90,21.40,2.60,5.20
7/3/18-1:28:12,837,280,373,52.20,21.40,2.20,5.90
7/3/18-1:29:13,838,276,376,53.40,21.40,2.20,5.70
7/3/18-1:30:14,838,258,356,52.20,21.40,2.40,7.70
7/3/18-1:31:15,836,252,363,49.60,21.30,2.20,6.70
7/3/18-1:32:16,838,250,363,49.50,21.30,2.10,6.60
7/3/18-1:33:17,837,260,367,51.50,21.30,2.30,4.80
7/3/18-1:34:18,838,262,362,50.90,21.30,2.30,8.50
7/3/18-1:35:19,838,268,367,50.90,21.30,2.30,7.50
7/3/18-1:36:20,838,270,367,53.30,21.30,2.50,5.70
7/3/18-1:37:21,839,261,361,51.60,21.30,2.40,6.90
7/3/18-1:38:22,838,260,369,51.30,21.30,2.10,5.60
7/3/18-1:39:23,838,263,364,51.10,21.20,2.30,7.30
7/3/18-1:40:24,836,256,366,53.80,21.20,2.20,4.70
7/3/18-1:41:25,837,241,365,52.80,21.20,2.30,7.60
7/3/18-1:42:26,838,235,361,50.00,21.10,3.00,10.40
7/3/18-1:43:27,836,229,361,50.60,21.20,3.10,8.90
7/3/18-1:44:28,840,220,373,51.10,21.10,2.70,10.70
7/3/18-1:45:29,838,232,366,50.50,21.10,2.60,7.00
7/3/18-1:46:30,840,230,364,52.00,21.00,2.70,4.80
7/3/18-1:47:31,840,237,366,49.90,21.00,3.20,7.40
7/3/18-1:48:32,840,237,365,50.20,21.00,2.90,6.20
7/3/18-1:49:33,841,235,362,50.90,21.00,2.90,6.60
7/3/18-1:50:34,840,231,361,51.00,21.00,2.80,8.80
7/3/18-1:51:35,840,241,364,49.90,21.00,3.00,10.10
7/3/18-1:52:36,838,248,377,50.90,20.90,3.50,11.00
7/3/18-1:53:37,840,247,362,50.40,20.90,3.10,10.40
7/3/18-1:54:38,839,253,366,51.00,20.90,2.90,5.20
7/3/18-1:55:39,840,267,381,50.70,21.00,2.90,7.10
7/3/18-1:56:40,843,272,373,51.20,20.90,3.10,7.70
7/3/18-1:57:41,840,275,368,51.70,21.00,3.00,5.40
7/3/18-1:58:41,841,272,366,51.40,21.00,2.80,6.40
7/3/18-1:59:42,839,271,371,50.90,21.00,2.80,8.30
7/3/18-2:0:43,840,266,377,51.90,21.00,2.60,6.30
7/3/18-2:1:44,840,249,370,51.10,21.00,2.70,7.30
7/3/18-2:2:45,841,262,377,51.10,21.00,2.70,9.30
7/3/18-2:3:46,839,273,372,50.80,21.00,2.40,8.10
7/3/18-2:4:47,841,269,366,50.90,21.00,2.40,7.40
7/3/18-2:5:48,842,259,363,50.40,21.00,2.50,7.50
7/3/18-2:6:49,840,263,371,51.50,21.00,2.60,10.40
7/3/18-2:7:50,840,261,369,50.90,21.00,2.40,6.30
7/3/18-2:8:51,842,259,365,51.40,20.90,2.50,4.40
7/3/18-2:9:52,842,265,370,52.10,21.00,2.30,4.70
7/3/18-2:10:53,842,262,365,50.80,21.00,2.70,5.40
7/3/18-2:11:54,841,261,367,52.40,21.00,2.20,8.50
7/3/18-2:12:55,841,260,368,50.20,21.00,2.60,8.70
7/3/18-2:13:56,842,253,366,49.60,21.00,2.30,13.00
7/3/18-2:14:57,843,254,365,51.60,21.00,2.40,6.90
7/3/18-2:15:58,842,258,364,51.40,20.90,2.50,10.40
7/3/18-2:16:59,842,255,361,52.40,21.00,2.40,4.20
7/3/18-2:18:0,841,250,366,53.40,20.90,2.10,3.70
7/3/18-2:19:1,843,253,368,51.80,20.90,2.40,6.70
7/3/18-2:20:2,844,253,375,51.80,20.90,2.40,7.60
7/3/18-2:21:3,844,255,364,52.20,20.90,2.80,6.30
7/3/18-2:22:4,843,262,371,53.90,20.90,2.40,7.10
7/3/18-2:23:5,842,269,375,54.20,20.80,2.70,9.30
7/3/18-2:24:6,840,269,367,54.10,20.90,2.80,8.40
7/3/18-2:25:7,841,265,366,52.60,20.80,2.50,7.60
7/3/18-2:26:8,843,256,376,52.50,20.90,2.50,6.60
7/3/18-2:27:9,844,245,371,50.50,20.90,2.60,7.60
7/3/18-2:28:10,843,241,365,50.50,20.80,2.10,5.00
7/3/18-2:29:11,843,253,369,50.50,20.80,2.10,4.10
7/3/18-2:30:12,841,268,370,50.90,20.80,1.80,3.90
7/3/18-2:31:13,842,279,376,53.70,20.80,2.20,4.70
7/3/18-2:32:14,840,292,377,52.40,20.80,2.30,9.00
7/3/18-2:33:15,841,291,369,53.20,20.80,2.40,9.20
7/3/18-2:34:16,842,287,373,52.40,20.80,2.00,6.30
7/3/18-2:35:17,841,296,379,52.20,20.80,2.40,6.80
7/3/18-2:36:18,840,290,370,52.10,20.80,1.90,8.50
7/3/18-2:37:19,840,294,372,50.70,20.80,2.10,6.60
7/3/18-2:38:20,839,304,377,51.50,20.80,2.20,4.00
7/3/18-2:39:21,840,301,378,52.00,20.80,2.00,4.50
7/3/18-2:40:22,838,301,376,51.30,20.80,2.70,8.20
7/3/18-2:41:23,839,302,374,52.00,20.80,2.10,6.10
7/3/18-2:42:24,838,300,375,51.90,20.90,2.90,9.00
7/3/18-2:43:25,840,297,375,51.20,20.80,2.80,10.30
7/3/18-2:44:25,839,298,367,53.20,20.80,2.50,6.00
7/3/18-2:45:26,840,296,373,52.30,20.80,2.40,8.50
7/3/18-2:46:27,838,300,373,51.50,20.80,2.50,8.40
7/3/18-2:47:28,838,291,370,51.30,20.80,2.30,8.50
7/3/18-2:48:29,838,299,375,51.80,20.80,2.30,7.40
7/3/18-2:49:30,836,305,375,52.80,20.80,2.40,7.10
7/3/18-2:50:31,838,302,371,52.50,20.70,2.60,7.60
7/3/18-2:51:32,838,297,366,52.80,20.70,2.40,4.70
7/3/18-2:52:33,838,293,366,52.80,20.70,2.10,6.80
7/3/18-2:53:34,838,302,373,52.30,20.70,1.90,3.70
7/3/18-2:54:35,838,302,377,53.00,20.70,2.40,7.70
7/3/18-2:55:36,836,298,376,52.50,20.70,2.00,7.70
7/3/18-2:56:37,839,300,375,51.70,20.70,2.20,8.10
7/3/18-2:57:38,836,305,373,52.90,20.60,2.30,7.00
7/3/18-2:58:39,837,293,372,52.40,20.60,2.20,7.20
7/3/18-2:59:40,837,300,372,54.00,20.60,2.00,5.10
7/3/18-3:0:41,839,301,373,54.30,20.60,2.20,7.20
7/3/18-3:1:42,838,303,374,53.70,20.50,1.80,5.50
7/3/18-3:2:43,838,309,373,53.20,20.60,2.20,5.20
7/3/18-3:3:44,841,303,383,53.60,20.50,2.30,3.50
7/3/18-3:4:45,838,309,382,52.50,20.50,2.00,3.40
7/3/18-3:5:46,837,300,373,52.90,20.50,2.30,6.60
7/3/18-3:6:47,835,302,377,53.70,20.40,2.40,4.80
7/3/18-3:7:48,836,307,377,53.70,20.40,2.20,6.50
7/3/18-3:8:49,836,310,379,53.20,20.40,2.50,4.40
7/3/18-3:9:50,838,313,383,54.50,20.50,2.30,6.50
7/3/18-3:10:51,835,322,385,55.70,20.50,2.60,5.50
7/3/18-3:11:52,836,318,385,53.90,20.50,2.20,3.90
7/3/18-3:12:53,834,309,377,53.20,20.50,2.00,5.70
7/3/18-3:13:54,836,314,382,53.10,20.50,2.30,7.60
7/3/18-3:14:55,836,323,384,54.40,20.50,2.50,10.60
7/3/18-3:15:56,837,327,389,54.80,20.50,2.20,6.90
7/3/18-3:16:57,836,333,393,54.40,20.60,2.00,3.60
7/3/18-3:17:58,837,333,388,54.90,20.50,2.50,4.50
7/3/18-3:18:59,839,331,386,54.20,20.60,2.30,6.80
7/3/18-3:20:0,836,329,382,53.70,20.60,2.10,4.30
7/3/18-3:21:1,836,324,379,54.30,20.60,2.30,6.70
7/3/18-3:22:2,837,320,382,55.60,20.60,2.20,8.00
7/3/18-3:23:3,837,313,376,52.90,20.60,2.10,3.80
7/3/18-3:24:4,836,309,374,52.80,20.60,2.10,6.20
7/3/18-3:25:5,837,305,375,53.10,20.60,2.30,7.10
7/3/18-3:26:6,837,301,372,54.00,20.60,2.60,5.70
7/3/18-3:27:7,837,300,371,55.40,20.60,2.10,7.30
7/3/18-3:28:8,837,297,376,56.00,20.60,2.50,6.40
7/3/18-3:29:9,839,304,384,56.10,20.60,2.70,8.40
7/3/18-3:30:9,836,318,385,55.50,20.60,2.60,7.00
7/3/18-3:31:10,835,324,386,54.50,20.60,2.20,5.40
7/3/18-3:32:11,837,321,377,55.00,20.60,2.30,4.40
7/3/18-3:33:12,837,321,382,56.40,20.50,2.50,4.60
7/3/18-3:34:13,838,321,378,56.20,20.60,2.10,4.70
7/3/18-3:35:14,838,316,376,53.70,20.50,2.70,7.30
7/3/18-3:36:15,839,312,377,54.60,20.50,2.70,5.20
7/3/18-3:37:16,839,311,374,54.20,20.50,2.40,6.70
7/3/18-3:38:17,839,311,375,53.80,20.50,2.10,5.00
7/3/18-3:39:18,839,314,384,54.70,20.60,2.70,6.00
7/3/18-3:40:19,838,314,379,54.80,20.60,2.50,9.20
7/3/18-3:41:20,838,316,381,54.20,20.60,2.50,7.80
7/3/18-3:42:21,838,316,374,54.50,20.50,2.70,6.20
7/3/18-3:43:22,839,315,378,54.80,20.50,2.20,5.60
7/3/18-3:44:23,838,314,378,54.50,20.50,2.10,7.10
7/3/18-3:45:24,839,314,382,56.70,20.50,2.30,5.20
7/3/18-3:46:25,837,314,381,55.20,20.50,2.20,6.80
7/3/18-3:47:26,837,314,380,53.50,20.50,2.10,6.30
7/3/18-3:48:27,837,316,380,54.30,20.50,1.90,4.80
7/3/18-3:49:28,841,313,381,57.70,20.50,2.50,7.00
7/3/18-3:50:29,836,318,384,56.50,20.50,2.10,3.40
7/3/18-3:51:30,836,317,377,56.20,20.50,2.00,4.00
7/3/18-3:52:31,837,316,377,55.30,20.50,2.00,5.10
7/3/18-3:53:32,837,316,378,54.90,20.50,2.10,9.10
7/3/18-3:54:33,838,313,376,54.00,20.40,2.40,6.30
7/3/18-3:55:34,839,314,380,55.50,20.50,2.70,6.30
7/3/18-3:56:35,839,315,377,57.70,20.40,2.50,4.80
7/3/18-3:57:36,838,318,380,56.40,20.40,2.20,5.80
7/3/18-3:58:37,837,320,379,55.30,20.40,2.30,10.30
7/3/18-3:59:38,838,318,375,55.40,20.50,2.60,5.00
7/3/18-4:0:39,837,321,376,55.70,20.40,2.50,6.50
7/3/18-4:1:40,836,324,381,58.30,20.50,2.10,6.00
7/3/18-4:2:41,835,322,376,55.70,20.40,2.20,7.30
7/3/18-4:3:42,837,317,374,57.30,20.40,2.30,6.70
7/3/18-4:4:43,840,319,384,55.60,20.40,2.30,7.00
7/3/18-4:5:44,836,326,384,56.00,20.40,2.50,10.60
7/3/18-4:6:45,835,328,384,56.10,20.40,2.20,7.10
7/3/18-4:7:46,837,323,377,55.90,20.40,3.10,7.90
7/3/18-4:8:47,837,320,374,56.60,20.40,2.90,4.80
7/3/18-4:9:48,835,320,380,55.30,20.40,2.40,4.40
7/3/18-4:10:49,837,317,374,56.10,20.40,2.60,3.90
7/3/18-4:11:50,836,315,377,57.60,20.30,3.00,5.80
7/3/18-4:12:51,837,306,367,56.20,20.40,3.40,9.50
7/3/18-4:13:52,836,304,367,55.70,20.30,2.60,4.80
7/3/18-4:14:52,836,302,375,57.00,20.30,2.60,6.20
7/3/18-4:15:53,835,312,381,57.50,20.30,3.30,7.40
7/3/18-4:16:54,835,314,378,56.00,20.20,3.20,6.00
7/3/18-4:17:55,835,313,372,55.30,20.20,2.90,5.50
7/3/18-4:18:56,835,310,369,55.50,20.20,3.10,7.30
7/3/18-4:19:57,836,304,364,56.50,20.20,2.80,10.70
7/3/18-4:20:58,836,298,367,55.60,20.20,2.90,5.90
7/3/18-4:21:59,835,299,365,58.10,20.20,2.60,5.50
7/3/18-4:23:0,836,307,372,55.30,20.20,2.50,5.00
7/3/18-4:24:1,836,311,371,55.60,20.20,2.70,5.40
7/3/18-4:25:2,838,305,364,55.90,20.20,2.70,6.80
7/3/18-4:26:3,837,301,361,56.30,20.20,2.20,5.30
7/3/18-4:27:4,838,297,365,56.80,20.20,2.00,4.70
7/3/18-4:28:5,837,292,365,55.30,20.20,2.00,5.20
7/3/18-4:29:6,836,289,365,55.00,20.20,2.20,6.20
7/3/18-4:30:7,840,279,363,55.30,20.20,2.00,4.20
7/3/18-4:31:8,838,274,359,55.00,20.20,1.90,4.10
7/3/18-4:32:9,836,282,366,56.00,20.20,2.10,4.70
7/3/18-4:33:10,838,276,358,54.70,20.20,1.90,4.60
7/3/18-4:34:11,837,274,359,53.90,20.20,2.50,8.60
7/3/18-4:35:12,837,280,359,54.90,20.20,2.50,10.50
7/3/18-4:36:13,837,282,361,54.80,20.20,2.10,7.40
7/3/18-4:37:14,837,286,361,54.50,20.10,1.80,4.50
7/3/18-4:38:15,837,285,359,54.30,20.20,2.20,4.00
7/3/18-4:39:16,837,282,357,54.10,20.10,2.30,6.40
7/3/18-4:40:17,838,280,362,54.00,20.10,1.80,3.60
7/3/18-4:41:18,835,287,359,54.20,20.10,1.80,5.80
7/3/18-4:42:19,837,277,353,55.10,20.10,1.90,5.80
7/3/18-4:43:20,836,272,356,55.20,20.10,1.80,4.40
7/3/18-4:44:21,837,278,362,55.10,20.00,2.10,7.70
7/3/18-4:45:22,834,283,364,55.20,20.00,1.90,4.40
7/3/18-4:46:23,837,278,356,56.30,20.00,2.10,6.70
7/3/18-4:47:24,835,287,368,55.00,20.00,1.90,7.20
7/3/18-4:48:25,836,278,357,55.30,20.00,2.40,6.20
7/3/18-4:49:26,836,273,358,54.30,20.00,2.20,8.10
7/3/18-4:50:27,838,274,359,54.70,20.00,1.80,6.20
7/3/18-4:51:28,837,266,354,54.80,19.90,1.90,2.70
7/3/18-4:52:29,837,260,358,55.00,20.00,2.40,5.90
7/3/18-4:53:30,836,249,351,53.70,20.00,2.00,3.30
7/3/18-4:54:31,837,239,356,54.80,19.90,1.60,4.50
7/3/18-4:55:32,835,222,348,53.10,19.90,1.80,5.30
7/3/18-4:56:33,836,216,352,53.40,19.80,1.90,4.70
7/3/18-4:57:34,837,222,355,53.00,19.80,1.90,6.40
7/3/18-4:58:35,837,232,351,54.60,19.80,1.90,7.10
7/3/18-4:59:35,836,237,349,57.10,19.70,1.90,5.60
7/3/18-5:0:36,837,240,354,54.60,19.70,2.20,6.90
7/3/18-5:1:37,837,246,358,53.50,19.70,2.20,5.20
7/3/18-5:2:38,835,254,356,55.70,19.70,2.00,5.50
7/3/18-5:3:39,834,251,354,54.20,19.70,1.90,5.70
7/3/18-5:4:40,837,244,361,53.90,19.70,1.80,4.60
7/3/18-5:5:41,835,245,353,54.90,19.70,1.80,4.50
7/3/18-5:6:42,835,245,355,54.80,19.70,2.00,4.40
7/3/18-5:7:43,836,234,349,53.40,19.70,2.00,6.20
7/3/18-5:8:44,837,233,352,54.00,19.70,2.40,5.50
7/3/18-5:9:45,835,244,357,54.40,19.60,1.90,3.30
7/3/18-5:10:46,835,249,355,54.00,19.70,1.80,5.00
7/3/18-5:11:47,837,245,355,54.00,19.60,1.50,5.60
7/3/18-5:12:48,836,250,362,54.20,19.70,1.70,3.70
7/3/18-5:13:49,836,252,356,54.50,19.70,1.50,4.20
7/3/18-5:14:50,837,239,361,54.30,19.70,2.10,5.40
7/3/18-5:15:51,835,221,355,53.70,19.70,2.50,6.80
7/3/18-5:16:52,837,224,359,53.40,19.60,2.00,4.60
7/3/18-5:17:53,838,223,352,53.00,19.60,1.80,4.70
7/3/18-5:18:54,837,228,368,53.80,19.60,2.20,5.70
7/3/18-5:19:55,836,224,361,54.40,19.60,2.10,4.60
7/3/18-5:20:56,837,222,367,54.00,19.60,2.20,5.60
7/3/18-5:21:57,836,247,365,54.20,19.60,2.10,7.10
7/3/18-5:22:58,835,245,364,54.00,19.60,2.10,5.20
7/3/18-5:23:59,837,223,351,57.60,19.70,1.80,5.80
7/3/18-5:25:0,836,237,360,54.50,19.70,1.80,4.50
7/3/18-5:26:1,841,248,362,55.60,19.70,1.70,4.30
7/3/18-5:27:2,836,240,357,54.70,19.80,1.60,2.80
7/3/18-5:28:3,837,255,361,55.00,19.80,1.80,4.00
7/3/18-5:29:4,837,264,361,56.30,19.80,2.40,6.90
7/3/18-5:30:5,837,264,356,55.10,19.80,1.70,5.40
7/3/18-5:31:6,837,259,355,58.10,19.80,1.70,5.00
7/3/18-5:32:7,837,252,352,55.80,19.80,1.80,5.80
7/3/18-5:33:8,837,250,354,54.20,19.80,2.00,5.60
7/3/18-5:34:9,835,249,353,54.10,19.80,1.90,5.90
7/3/18-5:35:10,837,242,351,54.60,19.80,2.10,6.70
7/3/18-5:36:11,836,247,355,53.80,19.80,1.80,4.20
7/3/18-5:37:12,838,251,357,54.10,19.80,2.10,6.80
7/3/18-5:38:13,837,258,357,53.70,19.70,1.60,5.50
7/3/18-5:39:14,836,258,357,54.50,19.80,1.80,5.30
7/3/18-5:40:15,836,253,354,54.40,19.80,2.00,8.00
7/3/18-5:41:16,836,251,356,55.10,19.70,2.20,6.10
7/3/18-5:42:17,836,248,357,56.90,19.70,2.10,4.10
7/3/18-5:43:17,835,238,361,55.30,19.70,2.20,6.10
7/3/18-5:44:18,837,247,358,54.70,19.70,2.00,6.20
7/3/18-5:45:19,837,256,359,56.50,19.70,2.10,5.30
7/3/18-5:46:20,840,258,361,56.00,19.70,1.90,6.20
7/3/18-5:47:21,837,267,363,55.90,19.70,1.90,6.00
7/3/18-5:48:22,839,268,363,57.30,19.70,1.80,6.40
7/3/18-5:49:23,837,264,357,55.90,19.70,2.20,4.80
7/3/18-5:50:24,836,269,364,56.00,19.70,1.60,4.50
7/3/18-5:51:25,835,271,358,56.30,19.80,1.80,5.60
7/3/18-5:52:26,836,265,360,56.40,19.80,1.90,5.00
7/3/18-5:53:27,837,262,359,56.10,19.70,1.90,4.10
7/3/18-5:54:28,838,260,354,55.70,19.80,2.50,8.20
7/3/18-5:55:29,838,264,357,55.10,19.80,1.60,2.70
7/3/18-5:56:30,836,265,353,55.30,19.70,1.80,3.70
7/3/18-5:57:31,837,263,357,55.40,19.70,1.70,5.70
7/3/18-5:58:32,841,262,357,55.40,19.80,1.90,5.10
7/3/18-5:59:33,835,258,354,56.90,19.70,1.90,6.10
7/3/18-6:0:34,838,250,359,55.70,19.70,1.80,5.20
7/3/18-6:1:35,838,251,360,56.30,19.70,1.80,3.70
7/3/18-6:2:36,837,256,358,56.30,19.70,1.80,4.30
7/3/18-6:3:37,838,258,356,54.90,19.70,1.80,2.80
7/3/18-6:4:38,837,260,359,54.80,19.70,1.80,4.50
7/3/18-6:5:39,838,263,361,54.90,19.60,2.10,5.10
7/3/18-6:6:40,838,259,357,55.00,19.60,1.80,3.70
7/3/18-6:7:41,838,256,357,55.30,19.60,1.60,3.50
7/3/18-6:8:42,839,250,356,55.20,19.60,1.80,5.00
7/3/18-6:9:43,839,252,357,56.00,19.70,2.10,4.10
7/3/18-6:10:44,838,252,360,56.00,19.60,2.00,2.70
7/3/18-6:11:45,839,254,361,55.30,19.60,2.10,7.30
7/3/18-6:12:46,837,255,361,55.10,19.70,2.30,4.70
7/3/18-6:13:47,839,253,370,55.30,19.60,2.30,4.80
7/3/18-6:14:48,838,263,362,55.80,19.70,2.20,4.00
7/3/18-6:15:49,837,268,364,56.50,19.60,2.40,6.50
7/3/18-6:16:50,836,273,362,55.70,19.70,1.80,4.20
7/3/18-6:17:51,836,272,363,55.40,19.60,2.10,3.60
7/3/18-6:18:52,835,278,369,56.30,19.60,2.20,6.10
7/3/18-6:19:53,835,277,362,56.20,19.60,2.20,6.50
7/3/18-6:20:54,835,269,360,56.80,19.60,2.00,4.50
7/3/18-6:21:55,837,260,359,57.00,19.60,2.00,4.70
7/3/18-6:22:56,838,256,353,56.90,19.60,2.10,4.50
7/3/18-6:23:57,836,250,354,56.20,19.70,2.00,3.50
7/3/18-6:24:58,838,229,362,56.50,19.60,1.90,3.30
7/3/18-6:25:59,838,227,353,56.50,19.60,1.90,5.80
7/3/18-6:27:0,837,220,353,56.30,19.60,2.00,4.50
7/3/18-6:28:0,838,224,353,55.90,19.60,2.10,4.60
7/3/18-6:29:1,838,231,352,56.20,19.50,1.70,4.50
7/3/18-6:30:2,836,238,357,56.60,19.50,2.30,4.80
7/3/18-6:31:3,836,224,353,55.70,19.60,1.40,3.30
7/3/18-6:32:4,838,223,358,55.70,19.60,1.70,4.70
7/3/18-6:33:5,838,213,359,55.00,19.60,1.80,6.10
7/3/18-6:34:6,837,224,355,56.30,19.60,2.10,9.00
7/3/18-6:35:7,838,228,360,57.50,19.50,1.70,3.80
7/3/18-6:36:8,837,239,367,58.00,19.60,1.90,5.70
7/3/18-6:37:9,836,239,355,59.80,19.60,1.90,7.00
7/3/18-6:38:10,837,253,365,60.30,19.60,2.20,6.70
7/3/18-6:39:11,836,245,358,59.00,19.60,1.80,5.10
7/3/18-6:40:12,836,255,363,59.60,19.60,1.90,3.90
7/3/18-6:41:13,836,251,370,58.80,19.60,1.60,4.70
7/3/18-6:42:14,838,253,360,55.90,19.60,1.90,4.60
7/3/18-6:43:15,836,261,366,55.50,19.60,1.70,5.10
7/3/18-6:44:16,836,257,361,55.90,19.70,1.70,4.40
7/3/18-6:45:17,837,258,362,56.30,19.70,1.80,4.70
7/3/18-6:46:18,835,270,381,55.70,19.70,1.60,4.40
7/3/18-6:47:19,837,263,361,55.90,19.70,1.70,5.00
7/3/18-6:48:20,837,272,372,55.90,19.70,1.60,5.40
7/3/18-6:49:21,837,253,359,56.20,19.70,1.60,3.70
7/3/18-6:50:22,837,242,367,54.90,19.70,2.00,3.70
7/3/18-6:51:23,835,237,373,55.70,19.70,1.90,7.00
7/3/18-6:52:24,836,227,355,54.30,19.70,1.90,2.80
7/3/18-6:53:25,837,225,357,54.80,19.70,1.90,5.80
7/3/18-6:54:26,837,214,353,55.10,19.70,1.50,6.30
7/3/18-6:55:27,837,228,357,54.80,19.70,2.10,6.10
